male?,age,p
TRUE,62,0.126843825050472
TRUE,63,0.126843825050472
TRUE,64,0.126843825050472
FALSE,65,0.0111212661509359
FALSE,66,0.0111212661509359
FALSE,67,0.0111212661509359
FALSE,68,0.0111212661509359
FALSE,69,0.0111212661509359
FALSE,70,0.0111212661509359
FALSE,71,0.0111212661509359
FALSE,72,0.0111212661509359
FALSE,73,0.0111212661509359
FALSE,74,0.0111212661509359
FALSE,75,0.0111212661509359
FALSE,76,0.0111212661509359
FALSE,77,0.0111212661509359
FALSE,78,0.0111212661509359
FALSE,79,0.0111212661509359
FALSE,80,0.0111212661509359
FALSE,81,0.0111212661509359
FALSE,82,0.0111212661509359
FALSE,83,0.0111212661509359
FALSE,84,0.0111212661509359
FALSE,85,0.0111212661509359
FALSE,86,0.0111212661509359
FALSE,87,0.0111212661509359
FALSE,88,0.0111212661509359
FALSE,89,0.0111212661509359
FALSE,90,0.0111212661509359
FALSE,91,0.0111212661509359
FALSE,92,0.0111212661509359
FALSE,93,0.0111212661509359
FALSE,94,0.0111212661509359
FALSE,95,0.0111212661509359
FALSE,96,0.0111212661509359
FALSE,97,0.0111212661509359
FALSE,98,0.0111212661509359
FALSE,99,0.0111212661509359
FALSE,100,0.0111212661509359
FALSE,101,0.0111212661509359
FALSE,102,0.0111212661509359
FALSE,103,0.0111212661509359
FALSE,104,0.0111212661509359
FALSE,105,0.0111212661509359
FALSE,106,0.0111212661509359
FALSE,107,0.0111212661509359
FALSE,108,0.0111212661509359
FALSE,109,0.0111212661509359
FALSE,110,0.0111212661509359
FALSE,111,0.0111212661509359
FALSE,112,0.0111212661509359
FALSE,113,0.0111212661509359
FALSE,114,0.0111212661509359
FALSE,115,0.0111212661509359
FALSE,116,0.0111212661509359
FALSE,117,0.0111212661509359
FALSE,118,0.0111212661509359
FALSE,119,0.0111212661509359
FALSE,120,0.0111212661509359
FALSE,121,0.0111212661509359
FALSE,122,0.0111212661509359
FALSE,123,0.0111212661509359
FALSE,124,0.0111212661509359
FALSE,125,0.0111212661509359
FALSE,126,0.0111212661509359
FALSE,127,0.0111212661509359
FALSE,128,0.0111212661509359
FALSE,129,0.0111212661509359
FALSE,130,0.0111212661509359
FALSE,131,0.0111212661509359
FALSE,132,0.0111212661509359
FALSE,133,0.0111212661509359
FALSE,134,0.0111212661509359
FALSE,135,0.0111212661509359
FALSE,136,0.0111212661509359
FALSE,137,0.0111212661509359
FALSE,138,0.0111212661509359
FALSE,139,0.0111212661509359
FALSE,140,0.0111212661509359
FALSE,141,0.0111212661509359
FALSE,142,0.0111212661509359
