"BehaviorSpace results (NetLogo 6.0.4)"
"PROTON-OC.nlogo"
"exp"
"04/23/2019 21:26:16:418 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-oc-persons","data-folder","criminal-rate","employment-rate","education-rate","law-enforcement-rate","punishment-length","[step]","o1","o2","o3","o4","o5","o6","o7a","o7b","o7c","o8a","o8b","o8c","o9a","o9b","o9c","o10a","o10b","o10c","o11","o12"
"110","25","inputs/palermo/data/","2","1","2","2","1","17","42","4","789","133","[[-1 123] [-0.9 3] [-0.8 17] [-0.7 5] [-0.6 5] [-0.5 14] [-0.4 11] [-0.3 24] [-0.2 56] [-0.1 102] [0.1 137] [0.2 10] [0.3 4] [0.4 4] [0.5 3] [0.6 2] [0.7 1] [0.8 0] [0.9 0] [1 11]]","[[0 0] [0.1 199] [0.2 85] [0.3 100] [0.4 44] [0.5 22] [0.6 18] [0.7 13] [0.8 11] [0.9 7] [1 33]]","[[2 2] [3 2]]","[[3 2] [2 1] [1 1]]","[[1 4]]","[[2 17] [3 14] [1 10] [4 1]]","[[3 18] [1 9] [2 9] [4 3] [5 3]]","[[2 7] [1 34] [3 1]]","[[0 15] [1 41] [3 148] [4 59] [-1 47] [2 180]]","[[1 189] [2 98] [5 46] [3 108] [4 44] [-1 5]]","[[1 395] [2 77] [3 15] [4 3]]","[[2 197] [1 51] [3 162] [-1 47] [4 60] [0 15]]","[[1 198] [3 126] [2 107] [5 49] [4 47] [-1 5]]","[[2 84] [1 429] [3 16] [4 3]]","0","1"
"114","25","inputs/palermo/data/","2","2","1","1","1","6","33","3","300","47","[[-1 24] [-0.9 0] [-0.8 10] [-0.7 2] [-0.6 3] [-0.5 0] [-0.4 1] [-0.3 9] [-0.2 65] [-0.1 110] [0.1 204] [0.2 30] [0.3 32] [0.4 8] [0.5 6] [0.6 3] [0.7 6] [0.8 0] [0.9 0] [1 29]]","[[0 0] [0.1 332] [0.2 85] [0.3 43] [0.4 22] [0.5 12] [0.6 8] [0.7 4] [0.8 5] [0.9 3] [1 28]]","[[2 3]]","[[1 1] [2 2]]","[[1 1] [2 2]]","[[3 13] [4 4] [2 15] [0 1]]","[[2 8] [3 3] [5 13] [1 6] [4 3]]","[[1 21] [2 11] [3 1]]","[[1 46] [4 73] [3 136] [2 176] [-1 56] [0 22]]","[[1 161] [3 135] [2 94] [4 73] [5 46]]","[[1 401] [2 77] [3 21] [4 10]]","[[2 191] [3 149] [4 77] [0 23] [-1 56] [1 46]]","[[3 138] [2 102] [5 59] [1 167] [4 76]]","[[1 422] [2 88] [3 22] [4 10]]","1","1"
"112","25","inputs/palermo/data/","2","1","2","2","2","7","30","6","322","49","[[-1 31] [-0.9 0] [-0.8 1] [-0.7 0] [-0.6 1] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 88] [0.1 370] [0.2 19] [0.3 5] [0.4 2] [0.5 5] [0.6 5] [0.7 3] [0.8 0] [0.9 0] [1 6]]","[[0 0] [0.1 265] [0.2 149] [0.3 44] [0.4 29] [0.5 15] [0.6 4] [0.7 3] [0.8 1] [0.9 0] [1 26]]","[[2 4] [3 2]]","[[3 2] [4 1] [2 1] [1 2]]","[[2 2] [1 4]]","[[2 18] [3 5] [1 3] [0 1] [4 3]]","[[1 10] [3 6] [4 8] [2 5] [5 1]]","[[1 22] [2 7] [3 1]]","[[2 195] [3 130] [1 46] [4 56] [-1 59] [0 20]]","[[3 132] [1 201] [2 94] [4 51] [5 28]]","[[2 76] [1 409] [3 18] [4 3]]","[[2 213] [3 135] [4 59] [0 21] [-1 59] [1 49]]","[[1 211] [3 138] [4 59] [5 29] [2 99]]","[[1 431] [3 19] [2 83] [4 3]]","0","1"
"110","25","inputs/palermo/data/","2","1","2","2","1","18","42","5","830","138","[[-1 123] [-0.9 3] [-0.8 17] [-0.7 5] [-0.6 5] [-0.5 14] [-0.4 11] [-0.3 27] [-0.2 56] [-0.1 97] [0.1 137] [0.2 10] [0.3 4] [0.4 4] [0.5 2] [0.6 2] [0.7 1] [0.8 1] [0.9 0] [1 11]]","[[0 0] [0.1 197] [0.2 84] [0.3 103] [0.4 44] [0.5 19] [0.6 19] [0.7 13] [0.8 10] [0.9 8] [1 33]]","[[3 2] [2 3]]","[[5 1] [3 3] [2 1]]","[[1 3] [2 2]]","[[1 10] [2 17] [3 14] [4 1]]","[[3 18] [5 3] [4 3] [1 9] [2 9]]","[[1 34] [2 7] [3 1]]","[[2 179] [1 41] [4 58] [0 15] [3 148] [-1 47]]","[[4 44] [1 188] [3 108] [5 46] [2 97] [-1 5]]","[[1 394] [2 77] [4 3] [3 14]]","[[3 162] [2 196] [4 59] [-1 47] [1 51] [0 15]]","[[2 106] [5 49] [3 126] [1 197] [4 47] [-1 5]]","[[1 428] [2 84] [3 15] [4 3]]","0","1"
"113","25","inputs/palermo/data/","2","2","1","1","1","6","31","9","301","48","[[-1 42] [-0.9 3] [-0.8 1] [-0.7 1] [-0.6 19] [-0.5 9] [-0.4 2] [-0.3 3] [-0.2 44] [-0.1 61] [0.1 302] [0.2 20] [0.3 11] [0.4 8] [0.5 2] [0.6 2] [0.7 3] [0.8 0] [0.9 0] [1 8]]","[[0 0] [0.1 269] [0.2 97] [0.3 75] [0.4 22] [0.5 17] [0.6 13] [0.7 12] [0.8 6] [0.9 3] [1 27]]","[[2 4] [3 3] [4 2]]","[[1 4] [2 3] [3 1] [4 1]]","[[1 8] [2 1]]","[[4 8] [2 14] [3 7] [1 1] [-1 1]]","[[1 13] [3 8] [2 6] [4 3] [5 1]]","[[1 24] [2 7]]","[[2 193] [1 35] [3 135] [-1 60] [4 74] [0 13]]","[[3 165] [1 162] [2 101] [4 46] [5 36]]","[[1 401] [2 86] [3 19] [4 4]]","[[3 142] [2 207] [-1 61] [4 82] [0 13] [1 36]]","[[1 175] [3 173] [4 49] [2 107] [5 37]]","[[3 19] [2 93] [1 425] [4 4]]","1","1"
"114","25","inputs/palermo/data/","2","2","1","1","1","7","34","8","344","58","[[-1 26] [-0.9 0] [-0.8 8] [-0.7 2] [-0.6 3] [-0.5 0] [-0.4 2] [-0.3 11] [-0.2 64] [-0.1 108] [0.1 202] [0.2 28] [0.3 34] [0.4 8] [0.5 5] [0.6 3] [0.7 5] [0.8 1] [0.9 0] [1 30]]","[[0 0] [0.1 358] [0.2 74] [0.3 30] [0.4 20] [0.5 14] [0.6 6] [0.7 6] [0.8 2] [0.9 2] [1 28]]","[[2 7] [3 1]]","[[5 2] [1 4] [2 1] [3 1]]","[[1 4] [2 4]]","[[2 16] [3 13] [4 4] [0 1]]","[[1 7] [4 3] [3 3] [2 8] [5 13]]","[[2 12] [1 21] [3 1]]","[[3 135] [0 22] [2 175] [1 46] [4 72] [-1 56]]","[[3 134] [5 46] [2 94] [1 159] [4 73]]","[[2 75] [1 400] [4 10] [3 21]]","[[2 191] [4 76] [3 148] [1 46] [-1 56] [0 23]]","[[1 166] [2 102] [3 137] [4 76] [5 59]]","[[1 421] [4 10] [2 87] [3 22]]","1","1"
"84","25","inputs/palermo/data/","1","2","1","1","2","23","63","10","1145","315","[[-1 160] [-0.9 9] [-0.8 3] [-0.7 3] [-0.6 12] [-0.5 12] [-0.4 49] [-0.3 55] [-0.2 40] [-0.1 129] [0.1 16] [0.2 4] [0.3 6] [0.4 2] [0.5 0] [0.6 2] [0.7 2] [0.8 0] [0.9 4] [1 18]]","[[0 0] [0.1 72] [0.2 261] [0.3 123] [0.4 4] [0.5 0] [0.6 0] [0.7 8] [0.8 9] [0.9 19] [1 30]]","[[2 5] [4 4] [3 1]]","[[2 5] [3 3] [4 1] [1 1]]","[[1 5] [2 4] [4 1]]","[[2 31] [3 17] [4 11] [-1 1] [1 3]]","[[3 16] [4 7] [2 21] [1 16] [5 3]]","[[2 17] [1 40] [3 4] [4 2]]","[[3 122] [-1 73] [2 157] [4 53] [0 19] [1 39]]","[[3 130] [1 153] [5 22] [2 119] [4 25] [-1 14]]","[[2 73] [1 357] [3 25] [4 8]]","[[-1 74] [3 139] [2 188] [1 42] [0 19] [4 64]]","[[3 146] [1 169] [2 140] [5 25] [4 32] [-1 14]]","[[1 397] [2 90] [3 29] [4 10]]","4","1"
"112","25","inputs/palermo/data/","2","1","2","2","2","8","33","8","370","64","[[-1 31] [-0.9 0] [-0.8 1] [-0.7 0] [-0.6 1] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 88] [0.1 366] [0.2 21] [0.3 5] [0.4 2] [0.5 4] [0.6 5] [0.7 3] [0.8 0] [0.9 1] [1 6]]","[[0 0] [0.1 236] [0.2 126] [0.3 82] [0.4 29] [0.5 17] [0.6 8] [0.7 5] [0.8 3] [0.9 1] [1 27]]","[[4 1] [3 1] [2 6]]","[[1 4] [3 3] [2 1]]","[[1 6] [3 1] [2 1]]","[[2 21] [4 3] [3 5] [1 3] [0 1]]","[[4 8] [1 11] [2 6] [3 7] [5 1]]","[[1 25] [2 7] [3 1]]","[[3 130] [2 191] [-1 59] [4 55] [1 46] [0 20]]","[[1 199] [2 93] [4 51] [3 130] [5 28]]","[[2 76] [1 404] [3 18] [4 3]]","[[1 49] [4 58] [2 212] [3 135] [-1 59] [0 21]]","[[3 137] [4 59] [1 210] [2 99] [5 29]]","[[1 429] [3 19] [2 83] [4 3]]","0","1"
"110","25","inputs/palermo/data/","2","1","2","2","1","19","44","5","874","152","[[-1 123] [-0.9 3] [-0.8 18] [-0.7 5] [-0.6 6] [-0.5 14] [-0.4 10] [-0.3 26] [-0.2 63] [-0.1 90] [0.1 134] [0.2 10] [0.3 4] [0.4 4] [0.5 2] [0.6 2] [0.7 1] [0.8 1] [0.9 0] [1 11]]","[[0 0] [0.1 193] [0.2 69] [0.3 107] [0.4 47] [0.5 22] [0.6 20] [0.7 16] [0.8 9] [0.9 11] [1 33]]","[[3 2] [2 3]]","[[1 1] [2 2] [3 2]]","[[1 3] [2 2]]","[[1 10] [2 18] [3 15] [4 1]]","[[1 9] [3 18] [2 11] [4 3] [5 3]]","[[1 35] [2 8] [3 1]]","[[2 176] [3 146] [-1 47] [1 41] [4 58] [0 15]]","[[1 186] [2 95] [3 108] [4 44] [5 45] [-1 5]]","[[2 76] [1 390] [4 3] [3 14]]","[[2 194] [3 161] [4 59] [-1 47] [0 15] [1 51]]","[[3 126] [1 195] [5 48] [4 47] [2 106] [-1 5]]","[[2 84] [1 425] [4 3] [3 15]]","0","1"
"113","25","inputs/palermo/data/","2","2","1","1","1","7","31","6","348","54","[[-1 43] [-0.9 2] [-0.8 1] [-0.7 2] [-0.6 19] [-0.5 8] [-0.4 3] [-0.3 4] [-0.2 43] [-0.1 60] [0.1 300] [0.2 18] [0.3 11] [0.4 10] [0.5 2] [0.6 3] [0.7 3] [0.8 0] [0.9 0] [1 8]]","[[0 0] [0.1 271] [0.2 94] [0.3 78] [0.4 20] [0.5 16] [0.6 11] [0.7 14] [0.8 5] [0.9 1] [1 30]]","[[2 6]]","[[3 1] [1 4] [2 1]]","[[2 2] [1 4]]","[[2 14] [3 7] [4 8] [1 1] [-1 1]]","[[1 13] [3 8] [2 6] [4 3] [5 1]]","[[1 24] [2 7]]","[[4 74] [2 192] [-1 60] [1 35] [3 135] [0 13]]","[[3 165] [5 36] [2 100] [1 162] [4 46]]","[[3 19] [2 86] [1 400] [4 4]]","[[2 206] [3 142] [4 82] [-1 61] [1 36] [0 13]]","[[1 175] [3 173] [4 49] [5 37] [2 106]]","[[1 424] [3 19] [2 93] [4 4]]","1","1"
"111","25","inputs/palermo/data/","2","1","2","2","2","1","25","547","46","0","[[-1 21] [-0.9 0] [-0.8 0] [-0.7 0] [-0.6 26] [-0.5 35] [-0.4 1] [-0.3 1] [-0.2 1] [-0.1 106] [0.1 262] [0.2 37] [0.3 9] [0.4 20] [0.5 11] [0.6 4] [0.7 6] [0.8 0] [0.9 0] [1 7]]","[[0 0] [0.1 349] [0.2 124] [0.3 31] [0.4 9] [0.5 1] [0.6 2] [0.7 6] [0.8 25] [0.9 0] [1 0]]","[[3 165] [2 207] [4 65] [0 12] [1 40] [-1 58]]","[[2 127] [1 177] [5 49] [3 132] [4 62]]","[[1 431] [3 23] [2 87] [4 6]]","[[-1 2] [4 5] [3 7] [2 9] [1 2]]","[[4 4] [1 10] [3 8] [5 1] [2 2]]","[[1 22] [3 1] [2 2]]","[[3 158] [2 198] [1 38] [4 60] [-1 56] [0 12]]","[[3 124] [1 167] [5 48] [4 58] [2 125]]","[[1 409] [2 85] [4 6] [3 22]]","[[3 165] [2 207] [4 65] [0 12] [1 40] [-1 58]]","[[2 127] [1 177] [5 49] [3 132] [4 62]]","[[1 431] [3 23] [2 87] [4 6]]","0","1"
"114","25","inputs/palermo/data/","2","2","1","1","1","8","36","8","390","70","[[-1 26] [-0.9 0] [-0.8 8] [-0.7 2] [-0.6 3] [-0.5 0] [-0.4 3] [-0.3 13] [-0.2 63] [-0.1 106] [0.1 199] [0.2 28] [0.3 32] [0.4 10] [0.5 6] [0.6 3] [0.7 3] [0.8 2] [0.9 0] [1 32]]","[[0 0] [0.1 357] [0.2 74] [0.3 32] [0.4 19] [0.5 13] [0.6 6] [0.7 7] [0.8 2] [0.9 2] [1 27]]","[[2 4] [3 4]]","[[4 1] [2 4] [5 3]]","[[1 6] [2 2]]","[[2 17] [3 14] [4 4] [0 1]]","[[4 4] [5 13] [2 9] [1 7] [3 3]]","[[3 1] [1 23] [2 12]]","[[0 22] [2 174] [3 134] [-1 56] [4 71] [1 46]]","[[1 159] [2 93] [5 46] [3 133] [4 72]]","[[1 398] [2 75] [3 21] [4 9]]","[[-1 56] [2 191] [1 46] [4 75] [3 148] [0 23]]","[[4 76] [5 59] [1 166] [2 102] [3 136]]","[[1 421] [2 87] [3 22] [4 9]]","2","1"
"110","25","inputs/palermo/data/","2","1","2","2","1","20","45","8","917","167","[[-1 125] [-0.9 2] [-0.8 19] [-0.7 5] [-0.6 5] [-0.5 14] [-0.4 9] [-0.3 28] [-0.2 62] [-0.1 88] [0.1 133] [0.2 9] [0.3 4] [0.4 4] [0.5 2] [0.6 2] [0.7 1] [0.8 1] [0.9 0] [1 11]]","[[0 0] [0.1 193] [0.2 66] [0.3 100] [0.4 54] [0.5 22] [0.6 18] [0.7 18] [0.8 9] [0.9 10] [1 34]]","[[2 5] [3 2] [1 1]]","[[4 1] [3 4] [5 1] [2 2]]","[[2 3] [1 5]]","[[3 15] [2 19] [1 10] [4 1]]","[[1 9] [2 11] [5 3] [3 18] [4 4]]","[[1 35] [2 9] [3 1]]","[[3 144] [2 174] [-1 47] [0 15] [4 58] [1 41]]","[[1 185] [3 107] [2 94] [4 43] [5 45] [-1 5]]","[[1 387] [2 75] [3 14] [4 3]]","[[3 159] [1 51] [2 193] [0 15] [-1 47] [4 59]]","[[4 47] [2 105] [3 125] [1 194] [5 48] [-1 5]]","[[2 84] [1 422] [3 15] [4 3]]","0","1"
"112","25","inputs/palermo/data/","2","1","2","2","2","9","34","6","413","75","[[-1 31] [-0.9 0] [-0.8 1] [-0.7 0] [-0.6 1] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 89] [0.1 364] [0.2 23] [0.3 5] [0.4 2] [0.5 4] [0.6 5] [0.7 3] [0.8 0] [0.9 1] [1 6]]","[[0 0] [0.1 245] [0.2 116] [0.3 85] [0.4 27] [0.5 19] [0.6 6] [0.7 3] [0.8 4] [0.9 4] [1 26]]","[[3 1] [2 5]]","[[2 1] [3 2] [1 2] [4 1]]","[[1 2] [2 3] [3 1]]","[[2 22] [3 5] [4 3] [0 1] [1 3]]","[[3 7] [1 12] [2 6] [4 8] [5 1]]","[[1 25] [3 2] [2 7]]","[[3 130] [2 190] [-1 60] [4 55] [1 46] [0 20]]","[[4 51] [1 198] [3 130] [5 29] [2 93]]","[[2 77] [1 404] [3 17] [4 3]]","[[4 58] [2 212] [3 135] [-1 60] [1 49] [0 21]]","[[1 210] [3 137] [4 59] [5 30] [2 99]]","[[1 429] [2 84] [4 3] [3 19]]","0","1"
"97","25","inputs/palermo/data/","2","1","1","1","1","11","47","6","596","143","[[-1 33] [-0.9 0] [-0.8 1] [-0.7 5] [-0.6 1] [-0.5 0] [-0.4 28] [-0.3 2] [-0.2 1] [-0.1 132] [0.1 173] [0.2 28] [0.3 36] [0.4 31] [0.5 6] [0.6 23] [0.7 2] [0.8 3] [0.9 7] [1 25]]","[[0 0] [0.1 83] [0.2 324] [0.3 80] [0.4 3] [0.5 0] [0.6 0] [0.7 1] [0.8 5] [0.9 16] [1 25]]","[[2 3] [4 2] [3 1]]","[[5 2] [1 4]]","[[2 2] [1 3] [3 1]]","[[4 11] [3 11] [2 21] [1 4]]","[[2 2] [1 34] [4 4] [3 2] [5 5]]","[[3 5] [1 29] [2 11] [4 2]]","[[2 199] [4 48] [1 33] [3 130] [-1 63] [0 17]]","[[3 110] [1 157] [2 112] [4 75] [5 36]]","[[1 377] [2 90] [3 17] [4 6]]","[[3 141] [2 220] [-1 63] [1 37] [4 59] [0 17]]","[[1 191] [5 41] [3 112] [4 79] [2 114]]","[[3 22] [1 406] [2 101] [4 8]]","1","1"
"113","25","inputs/palermo/data/","2","2","1","1","1","8","33","8","398","69","[[-1 44] [-0.9 2] [-0.8 1] [-0.7 1] [-0.6 19] [-0.5 8] [-0.4 4] [-0.3 5] [-0.2 41] [-0.1 60] [0.1 299] [0.2 17] [0.3 11] [0.4 9] [0.5 2] [0.6 5] [0.7 2] [0.8 0] [0.9 0] [1 9]]","[[0 0] [0.1 262] [0.2 93] [0.3 74] [0.4 32] [0.5 17] [0.6 10] [0.7 14] [0.8 6] [0.9 1] [1 30]]","[[2 7] [4 1]]","[[1 3] [3 4] [2 1]]","[[1 5] [2 3]]","[[4 8] [2 16] [3 7] [-1 1] [1 1]]","[[2 6] [4 3] [5 1] [3 10] [1 13]]","[[1 25] [2 8]]","[[2 190] [3 134] [4 73] [-1 61] [1 35] [0 13]]","[[3 164] [2 99] [1 161] [4 46] [5 36]]","[[2 84] [1 398] [3 20] [4 4]]","[[2 206] [-1 62] [4 81] [1 36] [3 141] [0 13]]","[[1 174] [5 37] [3 174] [4 49] [2 105]]","[[1 423] [4 4] [2 92] [3 20]]","1","1"
"110","25","inputs/palermo/data/","2","1","2","2","1","21","46","8","959","183","[[-1 126] [-0.9 1] [-0.8 19] [-0.7 5] [-0.6 5] [-0.5 15] [-0.4 9] [-0.3 27] [-0.2 61] [-0.1 88] [0.1 131] [0.2 10] [0.3 4] [0.4 4] [0.5 2] [0.6 2] [0.7 1] [0.8 1] [0.9 0] [1 11]]","[[0 0] [0.1 187] [0.2 66] [0.3 99] [0.4 54] [0.5 22] [0.6 20] [0.7 20] [0.8 8] [0.9 9] [1 37]]","[[2 6] [1 2]]","[[3 4] [1 2] [4 1] [2 1]]","[[2 2] [1 6]]","[[3 15] [1 10] [2 20] [4 1]]","[[2 11] [5 3] [4 4] [3 18] [1 10]]","[[1 36] [2 9] [3 1]]","[[3 142] [2 173] [-1 47] [1 41] [4 58] [0 15]]","[[2 92] [3 107] [1 184] [5 45] [4 43] [-1 5]]","[[1 385] [2 74] [3 14] [4 3]]","[[4 59] [2 193] [1 51] [3 157] [-1 47] [0 15]]","[[3 125] [1 194] [5 48] [2 103] [4 47] [-1 5]]","[[1 421] [2 83] [3 15] [4 3]]","0","1"
"114","25","inputs/palermo/data/","2","2","1","1","1","9","37","8","439","84","[[-1 27] [-0.9 0] [-0.8 7] [-0.7 2] [-0.6 3] [-0.5 1] [-0.4 4] [-0.3 14] [-0.2 59] [-0.1 106] [0.1 197] [0.2 28] [0.3 30] [0.4 10] [0.5 6] [0.6 3] [0.7 2] [0.8 4] [0.9 0] [1 33]]","[[0 0] [0.1 357] [0.2 77] [0.3 27] [0.4 19] [0.5 12] [0.6 9] [0.7 5] [0.8 2] [0.9 2] [1 26]]","[[2 4] [3 4]]","[[1 3] [5 3] [4 2]]","[[2 3] [1 5]]","[[3 14] [2 18] [4 4] [0 1]]","[[2 9] [5 13] [3 3] [4 5] [1 7]]","[[2 13] [1 23] [3 1]]","[[-1 56] [2 171] [3 134] [1 46] [4 70] [0 22]]","[[4 71] [1 158] [3 133] [2 92] [5 45]]","[[1 395] [2 74] [3 21] [4 9]]","[[2 189] [-1 56] [3 148] [4 74] [1 46] [0 23]]","[[4 76] [1 165] [3 136] [2 101] [5 58]]","[[1 418] [2 87] [3 22] [4 9]]","2","1"
"112","25","inputs/palermo/data/","2","1","2","2","2","10","34","4","453","79","[[-1 31] [-0.9 0] [-0.8 1] [-0.7 0] [-0.6 1] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 89] [0.1 361] [0.2 25] [0.3 4] [0.4 3] [0.5 4] [0.6 5] [0.7 3] [0.8 0] [0.9 1] [1 6]]","[[0 0] [0.1 249] [0.2 118] [0.3 84] [0.4 26] [0.5 15] [0.6 5] [0.7 3] [0.8 5] [0.9 2] [1 27]]","[[2 4]]","[[3 2] [2 1] [4 1]]","[[1 3] [2 1]]","[[2 22] [4 3] [0 1] [3 5] [1 3]]","[[4 8] [2 6] [1 12] [5 1] [3 7]]","[[1 25] [3 2] [2 7]]","[[2 189] [1 46] [3 130] [-1 60] [0 20] [4 55]]","[[1 198] [3 130] [2 92] [4 51] [5 29]]","[[1 404] [2 76] [3 17] [4 3]]","[[2 211] [1 49] [3 135] [4 58] [0 21] [-1 60]]","[[2 98] [1 210] [3 137] [4 59] [5 30]]","[[1 429] [2 83] [3 19] [4 3]]","0","1"
"110","25","inputs/palermo/data/","2","1","2","2","1","22","47","6","997","198","[[-1 128] [-0.9 0] [-0.8 19] [-0.7 5] [-0.6 5] [-0.5 14] [-0.4 9] [-0.3 27] [-0.2 61] [-0.1 87] [0.1 129] [0.2 10] [0.3 4] [0.4 4] [0.5 2] [0.6 2] [0.7 1] [0.8 1] [0.9 0] [1 11]]","[[0 0] [0.1 192] [0.2 80] [0.3 94] [0.4 44] [0.5 19] [0.6 19] [0.7 16] [0.8 10] [0.9 8] [1 37]]","[[2 4] [3 1] [1 1]]","[[3 4] [2 2]]","[[2 2] [1 4]]","[[2 21] [1 10] [3 15] [4 1]]","[[2 12] [3 18] [4 4] [1 10] [5 3]]","[[2 9] [1 37] [3 1]]","[[1 41] [3 141] [2 170] [4 58] [0 15] [-1 47]]","[[3 106] [1 183] [2 90] [5 45] [4 43] [-1 5]]","[[2 74] [1 381] [3 14] [4 3]]","[[2 191] [-1 47] [4 59] [0 15] [3 156] [1 51]]","[[3 124] [2 102] [-1 5] [5 48] [1 193] [4 47]]","[[1 418] [2 83] [4 3] [3 15]]","0","1"
"114","25","inputs/palermo/data/","2","2","1","1","1","10","37","8","481","93","[[-1 29] [-0.9 1] [-0.8 5] [-0.7 2] [-0.6 2] [-0.5 1] [-0.4 6] [-0.3 13] [-0.2 58] [-0.1 103] [0.1 196] [0.2 28] [0.3 28] [0.4 12] [0.5 5] [0.6 3] [0.7 2] [0.8 4] [0.9 1] [1 33]]","[[0 0] [0.1 336] [0.2 86] [0.3 31] [0.4 20] [0.5 14] [0.6 7] [0.7 6] [0.8 2] [0.9 1] [1 29]]","[[3 4] [2 4]]","[[1 2] [5 3] [4 1] [2 2]]","[[1 4] [2 4]]","[[3 14] [2 18] [0 1] [4 4]]","[[5 13] [1 7] [2 9] [3 3] [4 5]]","[[1 23] [2 13] [3 1]]","[[3 131] [2 171] [-1 56] [4 69] [1 46] [0 22]]","[[2 92] [1 156] [4 71] [3 131] [5 45]]","[[1 392] [2 73] [4 9] [3 21]]","[[-1 56] [3 145] [2 189] [4 73] [0 23] [1 46]]","[[5 58] [4 76] [1 163] [3 134] [2 101]]","[[1 415] [2 86] [4 9] [3 22]]","2","1"
"113","25","inputs/palermo/data/","2","2","1","1","1","9","35","6","446","77","[[-1 45] [-0.9 3] [-0.8 1] [-0.7 1] [-0.6 18] [-0.5 7] [-0.4 5] [-0.3 6] [-0.2 40] [-0.1 57] [0.1 298] [0.2 17] [0.3 8] [0.4 10] [0.5 3] [0.6 6] [0.7 2] [0.8 0] [0.9 0] [1 10]]","[[0 0] [0.1 252] [0.2 79] [0.3 85] [0.4 37] [0.5 17] [0.6 11] [0.7 12] [0.8 9] [0.9 4] [1 31]]","[[2 5] [3 1]]","[[3 1] [1 4] [5 1]]","[[1 4] [2 2]]","[[4 8] [2 18] [3 7] [1 1] [-1 1]]","[[4 3] [3 10] [1 14] [2 6] [5 2]]","[[1 26] [2 9]]","[[-1 62] [1 35] [4 73] [2 188] [3 131] [0 13]]","[[2 99] [1 160] [5 33] [3 164] [4 46]]","[[1 396] [3 20] [2 82] [4 4]]","[[3 138] [4 81] [2 206] [1 36] [-1 63] [0 13]]","[[3 174] [1 174] [5 35] [2 105] [4 49]]","[[1 422] [4 4] [2 91] [3 20]]","2","1"
"112","25","inputs/palermo/data/","2","1","2","2","2","11","34","5","491","86","[[-1 31] [-0.9 0] [-0.8 1] [-0.7 0] [-0.6 1] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 89] [0.1 357] [0.2 26] [0.3 4] [0.4 3] [0.5 3] [0.6 5] [0.7 3] [0.8 0] [0.9 1] [1 6]]","[[0 0] [0.1 274] [0.2 134] [0.3 56] [0.4 22] [0.5 9] [0.6 3] [0.7 3] [0.8 1] [0.9 3] [1 25]]","[[2 4] [3 1]]","[[3 3] [1 1] [4 1]]","[[2 4] [1 1]]","[[2 22] [3 6] [4 2] [1 3] [0 1]]","[[3 7] [2 5] [1 13] [5 1] [4 8]]","[[2 7] [1 25] [3 2]]","[[2 187] [-1 60] [4 55] [1 46] [3 128] [0 20]]","[[1 196] [2 92] [3 129] [5 28] [4 51]]","[[1 401] [2 76] [3 16] [4 3]]","[[4 57] [2 209] [3 134] [-1 60] [1 49] [0 21]]","[[1 209] [4 59] [3 136] [5 29] [2 97]]","[[1 426] [2 83] [3 18] [4 3]]","0","1"
"110","25","inputs/palermo/data/","2","1","2","2","1","23","47","4","1037","202","[[-1 129] [-0.9 0] [-0.8 20] [-0.7 5] [-0.6 5] [-0.5 12] [-0.4 9] [-0.3 27] [-0.2 62] [-0.1 86] [0.1 129] [0.2 10] [0.3 4] [0.4 4] [0.5 2] [0.6 2] [0.7 1] [0.8 1] [0.9 0] [1 11]]","[[0 0] [0.1 197] [0.2 80] [0.3 97] [0.4 40] [0.5 19] [0.6 17] [0.7 15] [0.8 9] [0.9 10] [1 35]]","[[2 3] [1 1]]","[[1 2] [3 1] [2 1]]","[[1 4]]","[[2 21] [3 15] [1 10] [4 1]]","[[1 10] [2 12] [3 18] [5 3] [4 4]]","[[1 37] [2 9] [3 1]]","[[3 141] [4 58] [1 41] [2 170] [0 15] [-1 47]]","[[1 183] [4 43] [2 90] [5 45] [3 106] [-1 5]]","[[1 381] [2 74] [3 14] [4 3]]","[[1 51] [4 59] [3 156] [2 191] [-1 47] [0 15]]","[[1 193] [2 102] [3 124] [4 47] [5 48] [-1 5]]","[[1 418] [2 83] [3 15] [4 3]]","0","1"
