child_number,age_of_mother,age_of_child,p
2,81,59,0.0416666666666667
2,81,60,0.00833333333333333
2,81,61,0.00833333333333333
2,81,62,0.0166666666666667
2,81,64,0.00833333333333333
2,82,39,0.00869565217391304
2,82,40,0.00869565217391304
2,82,41,0.0173913043478261
2,82,42,0.0347826086956522
2,82,43,0.0173913043478261
2,82,44,0.0521739130434783
2,82,45,0.0695652173913043
2,82,46,0.0260869565217391
2,82,47,0.0434782608695652
2,82,48,0.0347826086956522
2,82,49,0.0782608695652174
2,82,50,0.0608695652173913
2,82,51,0.121739130434783
2,82,52,0.0608695652173913
2,82,53,0.0521739130434783
2,82,54,0.0521739130434783
2,82,55,0.0608695652173913
2,82,56,0.0173913043478261
2,82,57,0.0434782608695652
2,82,58,0.0260869565217391
2,82,59,0.0260869565217391
2,82,60,0.0347826086956522
2,82,61,0.0173913043478261
2,82,62,0.0173913043478261
2,82,63,0.0173913043478261
2,83,39,0.00704225352112676
2,83,41,0.028169014084507
2,83,42,0.0140845070422535
2,83,43,0.0211267605633803
2,83,44,0.0211267605633803
2,83,45,0.028169014084507
2,83,46,0.0563380281690141
2,83,47,0.0422535211267606
2,83,48,0.0352112676056338
2,83,49,0.0422535211267606
2,83,50,0.0774647887323944
2,83,51,0.0704225352112676
2,83,52,0.0492957746478873
2,83,53,0.0422535211267606
2,83,54,0.0422535211267606
2,83,55,0.0492957746478873
2,83,56,0.0633802816901408
2,83,57,0.0915492957746479
2,83,58,0.0352112676056338
2,83,59,0.0211267605633803
2,83,60,0.0774647887323944
2,83,61,0.0211267605633803
2,83,62,0.0140845070422535
2,83,63,0.0211267605633803
2,83,64,0.0140845070422535
2,83,65,0.00704225352112676
2,83,66,0.00704225352112676
2,84,41,0.00840336134453781
2,84,42,0.0336134453781513
2,84,43,0.0336134453781513
2,84,44,0.0168067226890756
2,84,45,0.0672268907563025
2,84,46,0.0588235294117647
2,84,47,0.0420168067226891
2,84,48,0.0504201680672269
2,84,49,0.0420168067226891
2,84,50,0.092436974789916
2,84,51,0.0336134453781513
2,84,52,0.0504201680672269
2,84,53,0.0252100840336134
2,84,54,0.0756302521008403
2,84,55,0.0168067226890756
2,84,56,0.0420168067226891
2,84,57,0.0756302521008403
2,84,58,0.0504201680672269
2,84,59,0.0252100840336134
2,84,60,0.0504201680672269
2,84,61,0.0420168067226891
2,84,62,0.0168067226890756
2,84,63,0.0168067226890756
2,84,64,0.0168067226890756
2,84,65,0.0168067226890756
2,85,39,0.01
2,85,43,0.01
2,85,44,0.02
2,85,45,0.01
2,85,46,0.02
2,85,47,0.04
2,85,48,0.05
2,85,49,0.05
2,85,50,0.02
2,85,51,0.09
2,85,52,0.09
2,85,53,0.04
2,85,54,0.04
2,85,55,0.08
2,85,56,0.08
2,85,57,0.06
2,85,58,0.06
2,85,59,0.03
2,85,60,0.1
2,85,61,0.02
2,85,62,0.03
2,85,63,0.02
2,85,65,0.02
2,85,66,0.01
2,86,44,0.0147058823529412
2,86,47,0.0441176470588235
2,86,48,0.0147058823529412
2,86,50,0.102941176470588
2,86,51,0.0735294117647059
2,86,52,0.0147058823529412
2,86,53,0.132352941176471
2,86,54,0.0588235294117647
2,86,55,0.102941176470588
2,86,56,0.0588235294117647
2,86,57,0.0441176470588235
2,86,58,0.0882352941176471
2,86,59,0.0441176470588235
2,86,60,0.0882352941176471
2,86,61,0.0441176470588235
2,86,62,0.0441176470588235
2,86,67,0.0294117647058824
2,87,44,0.0161290322580645
2,87,47,0.0161290322580645
2,87,48,0.0161290322580645
2,87,49,0.0483870967741935
2,87,50,0.0967741935483871
2,87,51,0.0161290322580645
2,87,52,0.0806451612903226
2,87,53,0.0806451612903226
2,87,54,0.0645161290322581
2,87,55,0.0483870967741935
2,87,56,0.0483870967741935
2,87,57,0.0806451612903226
2,87,58,0.0806451612903226
2,87,59,0.0806451612903226
2,87,60,0.0806451612903226
2,87,61,0.032258064516129
2,87,62,0.032258064516129
2,87,63,0.0483870967741935
2,87,64,0.0161290322580645
2,87,68,0.0161290322580645
2,88,44,0.0256410256410256
2,88,46,0.0128205128205128
2,88,47,0.0256410256410256
2,88,49,0.0128205128205128
2,88,50,0.0769230769230769
2,88,51,0.0769230769230769
2,88,52,0.0384615384615385
2,88,53,0.0897435897435897
2,88,54,0.0641025641025641
2,88,55,0.0512820512820513
2,88,56,0.0512820512820513
2,88,57,0.0641025641025641
2,88,58,0.0641025641025641
2,88,59,0.0641025641025641
2,88,60,0.0384615384615385
2,88,61,0.0256410256410256
2,88,62,0.0641025641025641
2,88,63,0.0128205128205128
2,88,64,0.0128205128205128
2,88,65,0.0256410256410256
2,88,66,0.0384615384615385
2,88,67,0.0384615384615385
2,88,69,0.0128205128205128
2,88,70,0.0128205128205128
2,89,44,0.0172413793103448
2,89,45,0.0172413793103448
2,89,48,0.0172413793103448
2,89,49,0.0689655172413793
2,89,50,0.0689655172413793
2,89,51,0.0862068965517241
2,89,53,0.0689655172413793
2,89,54,0.0344827586206897
2,89,55,0.0862068965517241
2,89,56,0.0344827586206897
2,89,57,0.0862068965517241
2,89,58,0.0517241379310345
2,89,59,0.0172413793103448
2,89,60,0.0517241379310345
2,89,61,0.0517241379310345
2,89,62,0.0517241379310345
2,89,63,0.0517241379310345
2,89,64,0.0344827586206897
2,89,65,0.0344827586206897
2,89,66,0.0172413793103448
2,89,69,0.0172413793103448
2,89,70,0.0172413793103448
2,89,73,0.0172413793103448
2,90,48,0.025
2,90,49,0.025
2,90,50,0.05
2,90,51,0.05
2,90,52,0.075
2,90,53,0.05
2,90,54,0.125
2,90,55,0.1
2,90,56,0.025
2,90,57,0.05
2,90,58,0.05
2,90,59,0.05
2,90,60,0.05
2,90,61,0.025
2,90,62,0.05
2,90,63,0.025
2,90,65,0.025
2,90,66,0.075
2,90,70,0.05
2,90,73,0.025
2,91,46,0.0333333333333333
2,91,51,0.0333333333333333
2,91,52,0.0666666666666667
2,91,54,0.1
2,91,55,0.0333333333333333
2,91,56,0.0666666666666667
2,91,57,0.133333333333333
2,91,58,0.0666666666666667
2,91,59,0.0333333333333333
2,91,61,0.0666666666666667
2,91,63,0.0333333333333333
2,91,64,0.0333333333333333
2,91,65,0.0666666666666667
2,91,66,0.1
2,91,67,0.0333333333333333
2,91,69,0.0333333333333333
2,91,71,0.0333333333333333
2,91,72,0.0333333333333333
2,92,46,0.0294117647058824
2,92,48,0.0294117647058824
2,92,49,0.0588235294117647
2,92,50,0.0294117647058824
2,92,54,0.117647058823529
2,92,55,0.0294117647058824
2,92,56,0.0294117647058824
2,92,57,0.0294117647058824
2,92,58,0.0294117647058824
2,92,60,0.0882352941176471
2,92,61,0.0882352941176471
2,92,62,0.0882352941176471
2,92,63,0.0588235294117647
2,92,64,0.0588235294117647
2,92,65,0.0588235294117647
2,92,66,0.117647058823529
2,92,67,0.0294117647058824
2,92,70,0.0294117647058824
2,93,51,0.125
2,93,53,0.0625
2,93,54,0.0625
2,93,57,0.0625
2,93,58,0.125
2,93,61,0.0625
2,93,62,0.125
2,93,63,0.0625
2,93,66,0.125
2,93,67,0.0625
2,93,70,0.0625
2,93,73,0.0625
2,94,48,0.0625
2,94,53,0.125
2,94,54,0.0625
2,94,57,0.0625
2,94,58,0.0625
2,94,61,0.125
2,94,62,0.0625
2,94,64,0.0625
2,94,65,0.0625
2,94,70,0.0625
2,94,71,0.0625
2,94,72,0.125
2,94,74,0.0625
2,95,57,0.1
2,95,60,0.1
2,95,63,0.1
2,95,66,0.2
2,95,67,0.1
2,95,68,0.3
2,95,74,0.1
2,96,51,0.166666666666667
2,96,56,0.166666666666667
2,96,60,0.166666666666667
2,96,62,0.166666666666667
2,96,66,0.166666666666667
2,96,69,0.166666666666667
2,97,58,0.166666666666667
2,97,60,0.166666666666667
2,97,66,0.333333333333333
2,97,69,0.166666666666667
2,97,71,0.166666666666667
2,98,54,0.125
2,98,59,0.125
2,98,60,0.125
2,98,62,0.125
2,98,66,0.125
2,98,67,0.125
2,98,69,0.125
2,98,71,0.125
2,99,58,0.25
2,99,64,0.25
2,99,74,0.25
2,99,76,0.25
2,100,58,0.5
2,100,79,0.5
2,102,59,0.5
2,102,68,0.5
3,19,0,0.333333333333333
3,19,1,0.333333333333333
3,19,3,0.333333333333333
3,20,0,0.333333333333333
3,20,1,0.111111111111111
3,20,2,0.111111111111111
3,20,3,0.222222222222222
3,20,5,0.111111111111111
3,20,6,0.111111111111111
3,21,0,0.333333333333333
3,21,2,0.333333333333333
3,21,3,0.222222222222222
3,21,4,0.111111111111111
3,22,0,0.111111111111111
3,22,1,0.222222222222222
3,22,2,0.111111111111111
3,22,3,0.111111111111111
3,22,4,0.111111111111111
3,22,5,0.222222222222222
3,22,6,0.037037037037037
3,22,7,0.0740740740740741
3,23,0,0.19047619047619
3,23,1,0.19047619047619
3,23,2,0.0238095238095238
3,23,3,0.119047619047619
3,23,4,0.214285714285714
3,23,5,0.0714285714285714
3,23,6,0.119047619047619
3,23,7,0.0476190476190476
3,23,8,0.0238095238095238
3,24,0,0.125
3,24,1,0.236111111111111
3,24,2,0.125
3,24,3,0.0694444444444444
3,24,4,0.125
3,24,5,0.0833333333333333
3,24,6,0.111111111111111
3,24,7,0.0972222222222222
3,24,8,0.0138888888888889
3,24,9,0.0138888888888889
3,25,0,0.0925925925925926
3,25,1,0.138888888888889
3,25,2,0.12962962962963
3,25,3,0.0740740740740741
3,25,4,0.12037037037037
3,25,5,0.0925925925925926
3,25,6,0.12037037037037
3,25,7,0.0925925925925926
3,25,8,0.0833333333333333
3,25,9,0.0277777777777778
3,25,10,0.0185185185185185
3,25,12,0.00925925925925926
3,26,0,0.103448275862069
3,26,1,0.103448275862069
3,26,2,0.126436781609195
3,26,3,0.0919540229885057
3,26,4,0.0862068965517241
3,26,5,0.0977011494252874
3,26,6,0.120689655172414
3,26,7,0.0689655172413793
3,26,8,0.0862068965517241
3,26,9,0.0402298850574713
3,26,10,0.0459770114942529
3,26,11,0.028735632183908
3,27,0,0.0970464135021097
3,27,1,0.109704641350211
3,27,2,0.126582278481013
3,27,3,0.10126582278481
3,27,4,0.0886075949367089
3,27,5,0.0759493670886076
3,27,6,0.109704641350211
3,27,7,0.0843881856540084
3,27,8,0.0632911392405063
3,27,9,0.0379746835443038
3,27,10,0.0632911392405063
3,27,11,0.0210970464135021
3,27,12,0.0168776371308017
3,27,13,0.00421940928270042
3,28,0,0.0898876404494382
3,28,1,0.0749063670411985
3,28,2,0.123595505617978
3,28,3,0.0898876404494382
3,28,4,0.0674157303370786
3,28,5,0.0898876404494382
3,28,6,0.101123595505618
3,28,7,0.0898876404494382
3,28,8,0.0636704119850187
3,28,9,0.0861423220973783
3,28,10,0.0599250936329588
3,28,11,0.0299625468164794
3,28,12,0.0224719101123595
3,28,13,0.0112359550561798
3,29,0,0.0796252927400468
3,29,1,0.0819672131147541
3,29,2,0.0796252927400468
3,29,3,0.103044496487119
3,29,4,0.0679156908665105
3,29,5,0.0772833723653396
3,29,6,0.105386416861827
3,29,7,0.063231850117096
3,29,8,0.0913348946135831
3,29,9,0.0655737704918033
3,29,10,0.0585480093676815
3,29,11,0.0515222482435597
3,29,12,0.0398126463700234
3,29,13,0.0234192037470726
3,29,14,0.0117096018735363
3,30,0,0.0698924731182796
3,30,1,0.0887096774193548
3,30,2,0.0591397849462366
3,30,3,0.0887096774193548
3,30,4,0.0860215053763441
3,30,5,0.0564516129032258
3,30,6,0.0833333333333333
3,30,7,0.0591397849462366
3,30,8,0.0887096774193548
3,30,9,0.0806451612903226
3,30,10,0.0672043010752688
3,30,11,0.0618279569892473
3,30,12,0.043010752688172
3,30,13,0.0376344086021505
3,30,14,0.0268817204301075
3,30,15,0.00268817204301075
3,31,0,0.0955555555555556
3,31,1,0.0622222222222222
3,31,2,0.08
3,31,3,0.0488888888888889
3,31,4,0.0777777777777778
3,31,5,0.0511111111111111
3,31,6,0.0822222222222222
3,31,7,0.0777777777777778
3,31,8,0.0777777777777778
3,31,9,0.08
3,31,10,0.0488888888888889
3,31,11,0.0777777777777778
3,31,12,0.0555555555555556
3,31,13,0.0355555555555556
3,31,14,0.0288888888888889
3,31,15,0.0155555555555556
3,31,16,0.00444444444444444
3,32,0,0.0519877675840979
3,32,1,0.081039755351682
3,32,2,0.0596330275229358
3,32,3,0.0688073394495413
3,32,4,0.073394495412844
3,32,5,0.0688073394495413
3,32,6,0.073394495412844
3,32,7,0.0856269113149847
3,32,8,0.0565749235474006
3,32,9,0.0963302752293578
3,32,10,0.0474006116207951
3,32,11,0.0703363914373089
3,32,12,0.0428134556574924
3,32,13,0.0489296636085627
3,32,14,0.0351681957186544
3,32,15,0.0244648318042813
3,32,16,0.0107033639143731
3,32,17,0.00305810397553517
3,32,19,0.00152905198776758
3,33,0,0.0611979166666667
3,33,1,0.0533854166666667
3,33,2,0.0625
3,33,3,0.0625
3,33,4,0.0703125
3,33,5,0.0598958333333333
3,33,6,0.0768229166666667
3,33,7,0.0546875
3,33,8,0.06640625
3,33,9,0.0638020833333333
3,33,10,0.07421875
3,33,11,0.06640625
3,33,12,0.046875
3,33,13,0.05859375
3,33,14,0.0338541666666667
3,33,15,0.0416666666666667
3,33,16,0.0364583333333333
3,33,17,0.00911458333333333
3,33,18,0.00130208333333333
3,34,0,0.0494252873563218
3,34,1,0.0540229885057471
3,34,2,0.064367816091954
3,34,3,0.0586206896551724
3,34,4,0.0574712643678161
3,34,5,0.0609195402298851
3,34,6,0.0758620689655172
3,34,7,0.0551724137931034
3,34,8,0.0620689655172414
3,34,9,0.071264367816092
3,34,10,0.0758620689655172
3,34,11,0.0655172413793104
3,34,12,0.0563218390804598
3,34,13,0.0574712643678161
3,34,14,0.0425287356321839
3,34,15,0.0333333333333333
3,34,16,0.0264367816091954
3,34,17,0.0195402298850575
3,34,18,0.0114942528735632
3,34,19,0.00114942528735632
3,34,20,0.00114942528735632
3,35,0,0.0452961672473868
3,35,1,0.0418118466898955
3,35,2,0.0603948896631823
3,35,3,0.0569105691056911
3,35,4,0.0534262485481998
3,35,5,0.0545876887340302
3,35,6,0.0743321718931475
3,35,7,0.0603948896631823
3,35,8,0.0545876887340302
3,35,9,0.0673635307781649
3,35,10,0.0603948896631823
3,35,11,0.0650406504065041
3,35,12,0.0499419279907085
3,35,13,0.0569105691056911
3,35,14,0.0452961672473868
3,35,15,0.0499419279907085
3,35,16,0.0336817653890825
3,35,17,0.0336817653890825
3,35,18,0.0174216027874564
3,35,19,0.016260162601626
3,35,20,0.00232288037166086
3,36,0,0.0468909276248726
3,36,1,0.0438328236493374
3,36,2,0.0387359836901121
3,36,3,0.0519877675840979
3,36,4,0.0662589194699287
3,36,5,0.0509683995922528
3,36,6,0.0581039755351682
3,36,7,0.0632008154943935
3,36,8,0.0632008154943935
3,36,9,0.0652395514780836
3,36,10,0.0458715596330275
3,36,11,0.0693170234454638
3,36,12,0.0621814475025484
3,36,13,0.0570846075433231
3,36,14,0.0489296636085627
3,36,15,0.0489296636085627
3,36,16,0.035677879714577
3,36,17,0.0305810397553517
3,36,18,0.018348623853211
3,36,19,0.0203873598369011
3,36,20,0.0101936799184506
3,36,21,0.00203873598369011
3,36,22,0.00101936799184506
3,36,23,0.00101936799184506
3,37,0,0.0369415807560137
3,37,1,0.0429553264604811
3,37,2,0.0420962199312715
3,37,3,0.0609965635738832
3,37,4,0.0584192439862543
3,37,5,0.0481099656357388
3,37,6,0.0592783505154639
3,37,7,0.0592783505154639
3,37,8,0.070446735395189
3,37,9,0.0592783505154639
3,37,10,0.0584192439862543
3,37,11,0.0609965635738832
3,37,12,0.063573883161512
3,37,13,0.0446735395189003
3,37,14,0.0558419243986254
3,37,15,0.0429553264604811
3,37,16,0.038659793814433
3,37,17,0.0300687285223368
3,37,18,0.0274914089347079
3,37,19,0.0206185567010309
3,37,20,0.0111683848797251
3,37,21,0.00515463917525773
3,37,22,0.00257731958762887
3,38,0,0.026395173453997
3,38,1,0.0399698340874811
3,38,2,0.0444947209653092
3,38,3,0.0361990950226244
3,38,4,0.0475113122171946
3,38,5,0.0475113122171946
3,38,6,0.0588235294117647
3,38,7,0.0686274509803922
3,38,8,0.057315233785822
3,38,9,0.0708898944193062
3,38,10,0.0429864253393665
3,38,11,0.0641025641025641
3,38,12,0.0588235294117647
3,38,13,0.0505279034690799
3,38,14,0.0452488687782805
3,38,15,0.0558069381598793
3,38,16,0.052790346907994
3,38,17,0.0361990950226244
3,38,18,0.0339366515837104
3,38,19,0.026395173453997
3,38,20,0.0188536953242836
3,38,21,0.0120663650075415
3,38,22,0.00301659125188537
3,38,23,7.54147812971342e-4
3,38,24,7.54147812971342e-4
3,39,0,0.0193704600484262
3,39,1,0.0290556900726392
3,39,2,0.0347054075867635
3,39,3,0.0379338175948345
3,39,4,0.0435835351089588
3,39,5,0.0516545601291364
3,39,6,0.0516545601291364
3,39,7,0.0581113801452785
3,39,8,0.0508474576271186
3,39,9,0.0734463276836158
3,39,10,0.0548829701372074
3,39,11,0.0669895076674738
3,39,12,0.0686037126715093
3,39,13,0.0564971751412429
3,39,14,0.0451977401129944
3,39,15,0.0556900726392252
3,39,16,0.0435835351089588
3,39,17,0.0403551251008878
3,39,18,0.0395480225988701
3,39,19,0.0290556900726392
3,39,20,0.0209846650524617
3,39,21,0.0129136400322841
3,39,22,0.00887812752219532
3,39,23,0.00564971751412429
3,39,25,8.07102502017756e-4
3,40,0,0.0127591706539075
3,40,1,0.0199362041467305
3,40,2,0.0287081339712919
3,40,3,0.0342902711323764
3,40,4,0.043859649122807
3,40,5,0.0462519936204147
3,40,6,0.0414673046251994
3,40,7,0.058213716108453
3,40,8,0.0526315789473684
3,40,9,0.0709728867623605
3,40,10,0.0606060606060606
3,40,11,0.0598086124401914
3,40,12,0.05103668261563
3,40,13,0.0526315789473684
3,40,14,0.069377990430622
3,40,15,0.0414673046251994
3,40,16,0.0478468899521531
3,40,17,0.0478468899521531
3,40,18,0.0382775119617225
3,40,19,0.0334928229665072
3,40,20,0.0342902711323764
3,40,21,0.0199362041467305
3,40,22,0.0191387559808612
3,40,23,0.00318979266347687
3,40,24,0.0087719298245614
3,40,25,0.00318979266347687
3,41,0,0.0144613159797542
3,41,1,0.0144613159797542
3,41,2,0.0151843817787419
3,41,3,0.0361532899493854
3,41,4,0.0332610267534346
3,41,5,0.0441070137382502
3,41,6,0.0361532899493854
3,41,7,0.0513376717281273
3,41,8,0.0607375271149675
3,41,9,0.0600144613159798
3,41,10,0.0556760665220535
3,41,11,0.0535068691250904
3,41,12,0.0600144613159798
3,41,13,0.0614605929139552
3,41,14,0.0549530007230658
3,41,15,0.0556760665220535
3,41,16,0.0542299349240781
3,41,17,0.0527838033261027
3,41,18,0.0397686189443239
3,41,19,0.0462762111352133
3,41,20,0.0267534345625452
3,41,21,0.0274765003615329
3,41,22,0.0195227765726681
3,41,23,0.0108459869848156
3,41,24,0.00723065798987708
3,41,25,0.00650759219088937
3,41,26,0.00144613159797542
3,42,0,0.0104575163398693
3,42,1,0.0156862745098039
3,42,2,0.0189542483660131
3,42,3,0.0313725490196078
3,42,4,0.0300653594771242
3,42,5,0.0405228758169935
3,42,6,0.038562091503268
3,42,7,0.0444444444444444
3,42,8,0.0470588235294118
3,42,9,0.0529411764705882
3,42,10,0.0542483660130719
3,42,11,0.065359477124183
3,42,12,0.0601307189542484
3,42,13,0.0594771241830065
3,42,14,0.0594771241830065
3,42,15,0.0581699346405229
3,42,16,0.0470588235294118
3,42,17,0.0627450980392157
3,42,18,0.0457516339869281
3,42,19,0.0366013071895425
3,42,20,0.030718954248366
3,42,21,0.030718954248366
3,42,22,0.0202614379084967
3,42,23,0.0169934640522876
3,42,24,0.0124183006535948
3,42,25,0.00588235294117647
3,42,26,0.00392156862745098
3,43,0,0.00342935528120713
3,43,1,0.00823045267489712
3,43,2,0.0157750342935528
3,43,3,0.0240054869684499
3,43,4,0.0240054869684499
3,43,5,0.0240054869684499
3,43,6,0.0384087791495199
3,43,7,0.0432098765432099
3,43,8,0.0486968449931413
3,43,9,0.0493827160493827
3,43,10,0.0541838134430727
3,43,11,0.0493827160493827
3,43,12,0.0493827160493827
3,43,13,0.0596707818930041
3,43,14,0.0672153635116598
3,43,15,0.0473251028806584
3,43,16,0.0459533607681756
3,43,17,0.065843621399177
3,43,18,0.0589849108367627
3,43,19,0.0480109739368999
3,43,20,0.0336076817558299
3,43,21,0.0445816186556927
3,43,22,0.0308641975308642
3,43,23,0.0260631001371742
3,43,24,0.0150891632373114
3,43,25,0.0102880658436214
3,43,26,0.0123456790123457
3,43,27,0.00137174211248285
3,43,28,6.85871056241427e-4
3,44,0,0.00289226319595083
3,44,1,0.00361532899493854
3,44,2,0.00867678958785249
3,44,3,0.0137382501807664
3,44,4,0.0180766449746927
3,44,5,0.0281995661605206
3,44,6,0.0202458423716558
3,44,7,0.0412147505422994
3,44,8,0.0383224873463485
3,44,9,0.0419378163412871
3,44,10,0.0600144613159798
3,44,11,0.0527838033261027
3,44,12,0.0433839479392625
3,44,13,0.059291395516992
3,44,14,0.0556760665220535
3,44,15,0.0506146059291396
3,44,16,0.0686912509038323
3,44,17,0.0679681851048445
3,44,18,0.0578452639190166
3,44,19,0.0404916847433116
3,44,20,0.0491684743311641
3,44,21,0.0404916847433116
3,44,22,0.0426608821402748
3,44,23,0.0339840925524223
3,44,24,0.0245842371655821
3,44,25,0.0151843817787419
3,44,26,0.0115690527838033
3,44,27,0.00650759219088937
3,44,28,0.00144613159797542
3,44,29,7.23065798987708e-4
3,45,0,0.00276625172890733
3,45,1,0.00276625172890733
3,45,2,0.00484094052558783
3,45,3,0.0131396957123098
3,45,4,0.0138312586445367
3,45,5,0.0200553250345781
3,45,6,0.0325034578146611
3,45,7,0.0318118948824343
3,45,8,0.0442600276625173
3,45,9,0.0518672199170125
3,45,10,0.0428769017980636
3,45,11,0.0539419087136929
3,45,12,0.0532503457814661
3,45,13,0.0698478561549101
3,45,14,0.0511756569847856
3,45,15,0.0712309820193638
3,45,16,0.0567081604426003
3,45,17,0.0580912863070539
3,45,18,0.0463347164591978
3,45,19,0.0401106500691563
3,45,20,0.0497925311203319
3,45,21,0.0380359612724758
3,45,22,0.0394190871369295
3,45,23,0.0366528354080221
3,45,24,0.0159059474412171
3,45,25,0.024896265560166
3,45,26,0.0200553250345781
3,45,27,0.00829875518672199
3,45,28,0.004149377593361
3,45,29,6.91562932226833e-4
3,45,30,6.91562932226833e-4
3,46,0,7.29394602479942e-4
3,46,1,0.00218818380743982
3,46,2,0.00145878920495988
3,46,3,0.00437636761487965
3,46,4,0.0116703136396791
3,46,5,0.0211524434719183
3,46,6,0.0182348650619985
3,46,7,0.0269876002917578
3,46,8,0.0299051787016776
3,46,9,0.0444930707512764
3,46,10,0.0350109409190372
3,46,11,0.0401167031363968
3,46,12,0.0510576221735959
3,46,13,0.0532458059810357
3,46,14,0.0554339897884756
3,46,15,0.0590809628008753
3,46,16,0.0452224653537564
3,46,17,0.075127644055434
3,46,18,0.0663749088256747
3,46,19,0.0474106491611962
3,46,20,0.050328227571116
3,46,21,0.0466812545587163
3,46,22,0.0437636761487965
3,46,23,0.037199124726477
3,46,24,0.0532458059810357
3,46,25,0.0277169948942378
3,46,26,0.0226112326768782
3,46,27,0.0109409190371991
3,46,28,0.00948212983223924
3,46,29,0.00364697301239971
3,46,30,0.00364697301239971
3,46,31,0.00145878920495988
3,47,2,0.00149142431021626
3,47,3,0.00223713646532438
3,47,4,0.0052199850857569
3,47,5,0.00969425801640567
3,47,6,0.0134228187919463
3,47,7,0.0119313944817301
3,47,8,0.0260999254287845
3,47,9,0.0402684563758389
3,47,10,0.0365398956002983
3,47,11,0.0395227442207308
3,47,12,0.0447427293064877
3,47,13,0.0536912751677852
3,47,14,0.058165548098434
3,47,15,0.052945563012677103
3,47,16,0.0715883668903803
3,47,17,0.0492170022371365
3,47,18,0.064131245339299
3,47,19,0.0559284116331096
3,47,20,0.0618941088739746
3,47,21,0.058165548098434
3,47,22,0.0439970171513796
3,47,23,0.0432513049962714
3,47,24,0.0372856077554064
3,47,25,0.0380313199105145
3,47,26,0.0268456375838926
3,47,27,0.0216256524981357
3,47,28,0.0149142431021626
3,47,29,0.00820283370618941
3,47,30,0.00596569724086503
3,47,31,0.00298284862043251
3,48,2,8.14995925020375e-4
3,48,3,0.00407497962510187
3,48,4,0.00488997555012225
3,48,5,0.00570497147514262
3,48,6,0.00814995925020375
3,48,7,0.013039934800326
3,48,8,0.0228198859005705
3,48,9,0.0244498777506112
3,48,10,0.0236348818255909
3,48,11,0.039119804400978
3,48,12,0.0407497962510187
3,48,13,0.0472697636511817
3,48,14,0.0415647921760391
3,48,15,0.0603096984515077
3,48,16,0.0562347188264059
3,48,17,0.0635696821515892
3,48,18,0.0709046454767726
3,48,19,0.0513447432762836
3,48,20,0.0562347188264059
3,48,21,0.0733496332518337
3,48,22,0.0546047269763651
3,48,23,0.0472697636511817
3,48,24,0.045639771801141
3,48,25,0.0448247758761206
3,48,26,0.0277098614506927
3,48,27,0.0342298288508557
3,48,28,0.0203748981255094
3,48,29,0.0105949470252649
3,48,30,0.0032599837000815
3,48,31,0.00162999185004075
3,48,33,0.00162999185004075
3,49,2,8.61326442721792e-4
3,49,3,8.61326442721792e-4
3,49,4,8.61326442721792e-4
3,49,5,0.00258397932816537
3,49,6,0.00258397932816537
3,49,7,0.0120585701981051
3,49,8,0.0189491817398794
3,49,9,0.0146425495262705
3,49,10,0.0310077519379845
3,49,11,0.0404823428079242
3,49,12,0.041343669250646
3,49,13,0.0404823428079242
3,49,14,0.0404823428079242
3,49,15,0.0637381567614126
3,49,16,0.05770887166236
3,49,17,0.0611541774332472
3,49,18,0.05770887166236
3,49,19,0.0594315245478036
3,49,20,0.0490956072351421
3,49,21,0.05770887166236
3,49,22,0.0559862187769165
3,49,23,0.0551248923341947
3,49,24,0.0490956072351421
3,49,25,0.0473729543496985
3,49,26,0.0465116279069767
3,49,27,0.0284237726098191
3,49,28,0.0232558139534884
3,49,29,0.0198105081826012
3,49,30,0.00861326442721792
3,49,31,0.00861326442721792
3,49,32,0.00172265288544358
3,49,34,0.00172265288544358
3,50,1,0.00178731009830206
3,50,3,8.93655049151028e-4
3,50,4,8.93655049151028e-4
3,50,5,0.00178731009830206
3,50,6,0.00625558534405719
3,50,7,0.00268096514745308
3,50,8,0.0116175156389634
3,50,9,0.0134048257372654
3,50,10,0.0232350312779267
3,50,11,0.0259159964253798
3,50,12,0.0348525469168901
3,50,13,0.0473637176050045
3,50,14,0.0348525469168901
3,50,15,0.0527256478999106
3,50,16,0.0536193029490617
3,50,17,0.0670241286863271
3,50,18,0.0571939231456658
3,50,19,0.0670241286863271
3,50,20,0.0571939231456658
3,50,21,0.0670241286863271
3,50,22,0.0536193029490617
3,50,23,0.0589812332439678
3,50,24,0.0536193029490617
3,50,25,0.0491510277033065
3,50,26,0.0375335120643432
3,50,27,0.0366398570151921
3,50,28,0.0393208221626452
3,50,29,0.0160857908847185
3,50,30,0.0142984807864164
3,50,31,0.00893655049151028
3,50,32,0.00268096514745308
3,50,33,0.00178731009830206
3,51,4,0.0019723865877712
3,51,5,0.0019723865877712
3,51,6,0.00690335305719921
3,51,7,0.00591715976331361
3,51,8,0.00690335305719921
3,51,9,0.00986193293885602
3,51,10,0.02465483234714
3,51,11,0.0285996055226824
3,51,12,0.0335305719921105
3,51,13,0.0315581854043393
3,51,14,0.0315581854043393
3,51,15,0.0433925049309665
3,51,16,0.0522682445759369
3,51,17,0.0453648915187377
3,51,18,0.0581854043392505
3,51,19,0.0631163708086785
3,51,20,0.0641025641025641
3,51,21,0.0591715976331361
3,51,22,0.0522682445759369
3,51,23,0.0571992110453649
3,51,24,0.0552268244575937
3,51,25,0.0473372781065089
