gender,work_status,rate
TRUE,1,0.6846846846846847
TRUE,2,0.25225225225225223
TRUE,3,0.04504504504504504
TRUE,4,0.018018018018018018
FALSE,1,0.8160919540229885
FALSE,2,0.10344827586206896
FALSE,3,0.06896551724137931
FALSE,4,0.011494252873563218
