gender,edu_level,rate
TRUE,1,0.03787878787878788
TRUE,2,0.4696969696969697
TRUE,3,0.3787878787878788
TRUE,4,0.11363636363636363
FALSE,1,0.03076923076923077
FALSE,2,0.36923076923076925
FALSE,3,0.36923076923076925
FALSE,4,0.23076923076923078
