age_of_head,age_of_partner,p
67,55,0.00634824667472793
68,55,0.0090689238210399
69,55,0.00483675937122128
70,55,0.0030229746070133
71,55,0.00241837968561064
72,55,3.0229746070133e-4
73,55,6.0459492140266e-4
74,55,9.0689238210399e-4
75,55,3.0229746070133e-4
76,55,0
77,55,0
78,55,3.0229746070133e-4
79,55,9.0689238210399e-4
80,55,0
81,55,3.0229746070133e-4
82,55,0
83,55,3.0229746070133e-4
84,55,3.0229746070133e-4
85,55,0
86,55,0
87,55,0
88,55,0
89,55,3.0229746070133e-4
90,55,0
91,55,0
92,55,0
93,55,0
94,55,0
95,55,0
96,55,0
97,55,0
98,55,0
99,55,0
100,55,0
101,55,0
102,55,0
18,56,0
19,56,0
20,56,0
21,56,0
22,56,0
23,56,0
24,56,0
25,56,0
26,56,0
27,56,0
28,56,0
29,56,0
30,56,0
31,56,0
32,56,0
33,56,0
34,56,0
35,56,0
36,56,0
37,56,3.00390507659958e-4
38,56,0
39,56,9.01171522979874e-4
40,56,0
41,56,3.00390507659958e-4
42,56,0
43,56,3.00390507659958e-4
44,56,9.01171522979874e-4
45,56,0.00270351456893962
46,56,0.00240312406127966
47,56,0.00330429558425954
48,56,0.0036046860919195
49,56,0.00540702913787924
50,56,0.00480624812255933
51,56,0.00781015319915891
52,56,0.0177230399519375
53,56,0.0231300690898168
54,56,0.0399519375187744
55,56,0.0447581856413337
56,56,0.0750976269149895
57,56,0.0889155902673475
58,56,0.112045659357164
59,56,0.119555422048663
60,56,0.100330429558426
61,56,0.0904175428056474
62,56,0.0738960648843497
63,56,0.0555722439170922
64,56,0.0303394412736558
65,56,0.0279363172123761
66,56,0.0195253829978973
67,56,0.0156203063983178
68,56,0.0120156203063983
69,56,0.00480624812255933
70,56,0.00420546710723941
71,56,0.0036046860919195
72,56,0.00210273355361971
73,56,0.00210273355361971
74,56,0.00120156203063983
75,56,6.00781015319916e-4
76,56,9.01171522979874e-4
77,56,0
78,56,3.00390507659958e-4
79,56,0
80,56,0
81,56,0
82,56,0
83,56,3.00390507659958e-4
84,56,0
85,56,3.00390507659958e-4
86,56,0
87,56,0
88,56,0
89,56,0
90,56,0
91,56,0
92,56,0
93,56,0
94,56,0
95,56,0
96,56,0
97,56,0
98,56,0
99,56,0
100,56,0
101,56,0
102,56,0
18,57,0
19,57,0
20,57,0
21,57,0
22,57,0
23,57,0
24,57,0
25,57,0
26,57,0
27,57,0
28,57,0
29,57,0
30,57,0
31,57,0
32,57,0
33,57,0
34,57,0
35,57,0
36,57,0
37,57,3.10945273631841e-4
38,57,0
39,57,6.21890547263682e-4
40,57,0
41,57,3.10945273631841e-4
42,57,3.10945273631841e-4
43,57,9.32835820895522e-4
44,57,9.32835820895522e-4
45,57,0.00124378109452736
46,57,0.00217661691542289
47,57,0.00217661691542289
48,57,0.00497512437810945
49,57,0.00559701492537313
50,57,0.00497512437810945
51,57,0.00652985074626866
52,57,0.01181592039801
53,57,0.0180348258706468
54,57,0.019589552238806
55,57,0.0329601990049751
56,57,0.0503731343283582
57,57,0.0777363184079602
58,57,0.0870646766169154
59,57,0.0988805970149254
60,57,0.112873134328358
61,57,0.106032338308458
62,57,0.0855099502487562
63,57,0.0721393034825871
64,57,0.0544154228855721
65,57,0.0416666666666667
66,57,0.0295398009950249
67,57,0.0202114427860696
68,57,0.0161691542288557
69,57,0.00870646766169154
70,57,0.0068407960199005
71,57,0.00590796019900498
72,57,0.00217661691542289
73,57,0.00248756218905473
74,57,9.32835820895522e-4
75,57,0.0015547263681592
76,57,3.10945273631841e-4
77,57,0.0015547263681592
78,57,9.32835820895522e-4
79,57,3.10945273631841e-4
80,57,3.10945273631841e-4
81,57,6.21890547263682e-4
82,57,3.10945273631841e-4
83,57,3.10945273631841e-4
84,57,6.21890547263682e-4
85,57,0
86,57,0
87,57,0
88,57,0
89,57,0
90,57,0
91,57,0
92,57,0
93,57,0
94,57,0
95,57,0
96,57,0
97,57,0
98,57,0
99,57,0
100,57,0
101,57,0
102,57,0
18,58,0
19,58,0
20,58,0
21,58,0
22,58,0
23,58,0
24,58,0
25,58,0
26,58,0
27,58,0
28,58,0
29,58,0
30,58,0
31,58,0
32,58,0
33,58,0
34,58,0
35,58,0
36,58,0
37,58,3.14762354422411e-4
38,58,0
39,58,3.14762354422411e-4
40,58,0
41,58,3.14762354422411e-4
42,58,3.14762354422411e-4
43,58,6.29524708844822e-4
44,58,3.14762354422411e-4
45,58,0
46,58,0
47,58,0.00157381177211206
48,58,0.00188857412653447
49,58,0.0028328611898017
50,58,0.00409191060749135
51,58,0.00440667296191375
52,58,0.00629524708844822
53,58,0.0116462071136292
54,58,0.012275731822474
55,58,0.0201447906830343
56,58,0.0333648095687756
57,58,0.0516210261252754
58,58,0.0654705697198615
59,58,0.0843563109852062
60,58,0.113314447592068
61,58,0.118665407617249
62,58,0.107333962858042
63,58,0.0934844192634561
64,58,0.0777463015423355
65,58,0.0531948378973875
66,58,0.0418633931381807
67,58,0.0280138495435946
68,58,0.0223481271639912
69,58,0.0141643059490085
70,58,0.0084985835694051
71,58,0.00723953415171546
72,58,0.00251809883537929
73,58,0.00220333648095688
74,58,0.0028328611898017
75,58,9.44287063267233e-4
76,58,9.44287063267233e-4
77,58,6.29524708844822e-4
78,58,0
79,58,6.29524708844822e-4
80,58,0
81,58,3.14762354422411e-4
82,58,3.14762354422411e-4
83,58,6.29524708844822e-4
84,58,0
85,58,0
86,58,0
87,58,0
88,58,0
89,58,0
90,58,0
91,58,0
92,58,0
93,58,0
94,58,0
95,58,0
96,58,0
97,58,0
98,58,0
99,58,0
100,58,0
101,58,0
102,58,0
18,59,0
19,59,0
20,59,0
21,59,0
22,59,0
23,59,0
24,59,0
25,59,0
26,59,0
27,59,0
28,59,0
29,59,0
30,59,0
31,59,0
32,59,0
33,59,0
34,59,0
35,59,0
36,59,0
37,59,0
38,59,0
39,59,3.36587007741501e-4
40,59,0
41,59,0
42,59,6.73174015483002e-4
43,59,6.73174015483002e-4
44,59,0.0010097610232245
45,59,6.73174015483002e-4
46,59,0.00302928306967351
47,59,0.00168293503870751
48,59,3.36587007741501e-4
49,59,0.00201952204644901
50,59,0.00437563110063952
51,59,0.00605856613934702
52,59,0.00471221810838102
53,59,0.00639515314708852
54,59,0.010097610232245
55,59,0.0131268933019185
56,59,0.0161561763715921
57,59,0.0360148098283406
58,59,0.0430831369909122
59,59,0.0629417704476607
60,59,0.0986199932682598
61,59,0.0979468192527768
62,59,0.11443958263211
63,59,0.102995624368899
64,59,0.0972736452372939
65,59,0.0720296196566813
66,59,0.0552002692696062
67,59,0.0440928980141367
68,59,0.0309660047122181
69,59,0.0252440255806126
70,59,0.0185122854257826
71,59,0.012117132278694
72,59,0.00504880511612252
73,59,0.00538539212386402
74,59,0.001346348030966
75,59,0.00168293503870751
76,59,0.0010097610232245
77,59,3.36587007741501e-4
78,59,6.73174015483002e-4
79,59,6.73174015483002e-4
80,59,3.36587007741501e-4
81,59,3.36587007741501e-4
82,59,0
83,59,0
84,59,0
85,59,3.36587007741501e-4
86,59,0
87,59,0
88,59,0
89,59,0
90,59,0
91,59,0
92,59,0
93,59,0
94,59,0
95,59,0
96,59,0
97,59,0
98,59,0
99,59,0
100,59,0
101,59,0
102,59,0
18,60,0
19,60,0
20,60,0
21,60,0
22,60,0
23,60,0
24,60,0
25,60,0
26,60,0
27,60,0
28,60,3.27546675401245e-4
29,60,0
30,60,3.27546675401245e-4
31,60,0
32,60,0
33,60,0
34,60,0
35,60,0
36,60,0
37,60,0
38,60,0
39,60,0
40,60,0
41,60,0
42,60,3.27546675401245e-4
43,60,3.27546675401245e-4
44,60,3.27546675401245e-4
45,60,6.55093350802489e-4
46,60,3.27546675401245e-4
47,60,0.00131018670160498
48,60,9.82640026203734e-4
49,60,0.00131018670160498
50,60,0.00131018670160498
51,60,0.00262037340320996
52,60,0.00327546675401245
53,60,0.00655093350802489
54,60,0.00917130691123485
55,60,0.00786112020962987
56,60,0.0163773337700622
57,60,0.0176875204716672
58,60,0.0363576809695382
59,60,0.0389780543727481
60,60,0.0668195217818539
61,60,0.0897477890599411
62,60,0.104159842777596
63,60,0.106452669505405
64,60,0.110383229610219
65,60,0.0976089092695709
66,60,0.075008188666885
67,60,0.0619063216508352
68,60,0.0438912545037668
69,60,0.0301342941369145
70,60,0.0222731739272846
71,60,0.0137569603668523
72,60,0.0114641336390436
73,60,0.00786112020962987
74,60,0.00491320013101867
75,60,0.00229282672780871
76,60,6.55093350802489e-4
77,60,0.00163773337700622
78,60,0
79,60,3.27546675401245e-4
80,60,3.27546675401245e-4
81,60,6.55093350802489e-4
82,60,6.55093350802489e-4
83,60,6.55093350802489e-4
84,60,0
85,60,0
86,60,0
87,60,0
88,60,0
89,60,0
90,60,0
91,60,0
92,60,0
93,60,0
94,60,0
95,60,0
96,60,0
97,60,0
98,60,0
99,60,0
100,60,0
101,60,0
102,60,0
18,61,0
19,61,0
20,61,0
21,61,0
22,61,0
23,61,0
24,61,0
25,61,0
26,61,3.32225913621262e-4
27,61,0
28,61,0
29,61,0
30,61,0
31,61,0
32,61,3.32225913621262e-4
33,61,0
34,61,0
35,61,0
36,61,0
37,61,0
38,61,3.32225913621262e-4
39,61,0
40,61,0
41,61,3.32225913621262e-4
42,61,0
43,61,0
44,61,0
45,61,6.64451827242525e-4
46,61,9.96677740863787e-4
47,61,3.32225913621262e-4
48,61,3.32225913621262e-4
49,61,0.00166112956810631
50,61,0.00132890365448505
51,61,0.00199335548172757
52,61,0.00332225913621262
53,61,0.00199335548172757
54,61,0.00631229235880399
55,61,0.00598006644518272
56,61,0.00863787375415282
57,61,0.0159468438538206
58,61,0.0239202657807309
59,61,0.0299003322259136
60,61,0.0395348837209302
61,61,0.0667774086378738
62,61,0.0807308970099668
63,61,0.112956810631229
64,61,0.113953488372093
65,61,0.106312292358804
66,61,0.0857142857142857
67,61,0.0817275747508306
68,61,0.0574750830564784
69,61,0.0471760797342193
70,61,0.0315614617940199
71,61,0.0252491694352159
72,61,0.0186046511627907
73,61,0.00863787375415282
74,61,0.00365448504983389
75,61,0.00332225913621262
76,61,0.00398671096345515
77,61,0.00232558139534884
78,61,0.00199335548172757
79,61,0.00132890365448505
80,61,6.64451827242525e-4
81,61,3.32225913621262e-4
82,61,6.64451827242525e-4
83,61,0
84,61,0
85,61,0
86,61,3.32225913621262e-4
87,61,0
88,61,0
89,61,0
90,61,0
91,61,0
92,61,0
93,61,3.32225913621262e-4
94,61,0
95,61,0
96,61,0
97,61,0
98,61,0
99,61,0
100,61,0
101,61,0
102,61,0
18,62,0
19,62,0
20,62,0
21,62,0
22,62,0
23,62,0
24,62,0
25,62,0
26,62,0
27,62,0
28,62,0
29,62,0
30,62,0
31,62,0
32,62,0
33,62,0
34,62,0
35,62,0
36,62,0
37,62,0
38,62,0
39,62,3.43997248022016e-4
40,62,3.43997248022016e-4
41,62,0
42,62,3.43997248022016e-4
43,62,0.00103199174406605
44,62,0
45,62,3.43997248022016e-4
46,62,3.43997248022016e-4
47,62,0
48,62,0
49,62,3.43997248022016e-4
50,62,6.87994496044032e-4
51,62,6.87994496044032e-4
52,62,3.43997248022016e-4
53,62,0.00515995872033024
54,62,0.00515995872033024
55,62,0.00722394220846233
56,62,0.0085999312005504
57,62,0.0130718954248366
58,62,0.0151358789129687
59,62,0.0182318541451668
60,62,0.0347437220502236
61,62,0.0467836257309942
62,62,0.065015479876161
63,62,0.100447196422429
64,62,0.110423116615067
65,62,0.0952872377020984
66,62,0.105263157894737
67,62,0.0904712762297902
68,62,0.0722394220846233
69,62,0.0581355349157207
70,62,0.0522875816993464
71,62,0.0257997936016512
72,62,0.0202958376332989
73,62,0.0175438596491228
74,62,0.00756793945648435
75,62,0.0065359477124183
76,62,0.00343997248022016
77,62,0.00343997248022016
78,62,3.43997248022016e-4
79,62,0.00103199174406605
80,62,6.87994496044032e-4
81,62,0.00103199174406605
82,62,0.00137598899208806
83,62,0.00137598899208806
84,62,0
85,62,3.43997248022016e-4
86,62,0
87,62,0
88,62,3.43997248022016e-4
89,62,0
90,62,0
91,62,3.43997248022016e-4
92,62,0
93,62,0
94,62,0
95,62,0
96,62,0
97,62,0
98,62,0
99,62,0
100,62,0
101,62,0
102,62,0
18,63,0
19,63,0
20,63,0
21,63,0
22,63,0
23,63,0
24,63,0
25,63,0
26,63,0
27,63,3.38180588434224e-4
28,63,0
29,63,0
30,63,0
31,63,0
32,63,0
33,63,0
34,63,0
35,63,0
36,63,0
37,63,0
38,63,0
39,63,0
40,63,0
41,63,0
42,63,3.38180588434224e-4
43,63,0
44,63,3.38180588434224e-4
45,63,0.00101454176530267
46,63,3.38180588434224e-4
47,63,0
48,63,0
49,63,6.76361176868448e-4
50,63,3.38180588434224e-4
51,63,6.76361176868448e-4
52,63,0.00169090294217112
53,63,0.00304362529590801
54,63,0.00270544470747379
55,63,0.00439634764964491
56,63,0.00541088941494758
57,63,0.00676361176868448
58,63,0.0121745011836321
59,63,0.0125126817720663
60,63,0.0206290158944877
61,63,0.0280689888400406
62,63,0.0500507270882651
63,63,0.0716942847480555
64,63,0.0892796753466351
65,63,0.0973960094690565
66,63,0.109908691241123
67,63,0.10246871829557
68,63,0.087588772404464
69,63,0.0882651335813324
70,63,0.0574907000338181
71,63,0.0530943523841732
72,63,0.031788975312817
73,63,0.0216435576597903
74,63,0.0128508623605005
75,63,0.00879269529928982
76,63,0.00676361176868448
77,63,0.00338180588434224
78,63,0.00169090294217112
79,63,0.0013527223537369
80,63,0.00101454176530267
81,63,3.38180588434224e-4
82,63,3.38180588434224e-4
83,63,3.38180588434224e-4
84,63,3.38180588434224e-4
85,63,0
86,63,3.38180588434224e-4
87,63,0
88,63,3.38180588434224e-4
89,63,0
90,63,0
91,63,0
92,63,0
93,63,0
94,63,0
95,63,0
96,63,0
97,63,0
98,63,0
99,63,0
100,63,0
101,63,0
102,63,0
18,64,0
19,64,0
20,64,0
21,64,0
22,64,0
23,64,0
24,64,0
25,64,0
26,64,0
27,64,0
28,64,0
29,64,0
30,64,0
31,64,0
32,64,0
33,64,0
34,64,0
35,64,0
36,64,0
37,64,0
38,64,0
39,64,0
40,64,0
41,64,0
42,64,0
43,64,0
44,64,3.55366027007818e-4
45,64,3.55366027007818e-4
46,64,0
47,64,3.55366027007818e-4
48,64,3.55366027007818e-4
49,64,7.10732054015636e-4
50,64,7.10732054015636e-4
51,64,0.00142146410803127
52,64,3.55366027007818e-4
53,64,0.00355366027007818
54,64,0.00248756218905473
55,64,0.003909026297086
56,64,0.00426439232409382
57,64,0.003909026297086
58,64,0.00604122245913291
59,64,0.0103056147832267
60,64,0.0135039090262971
61,64,0.0199004975124378
62,64,0.0287846481876333
63,64,0.0490405117270789
64,64,0.0746268656716418
65,64,0.0863539445628998
66,64,0.0973702914001422
67,64,0.112651030561478
68,64,0.11727078891258
69,64,0.101279317697228
70,64,0.0813788201847903
71,64,0.0511727078891258
72,64,0.0444207533759773
73,64,0.0323383084577114
74,64,0.0142146410803127
75,64,0.0106609808102345
76,64,0.00675195451314854
77,64,0.00675195451314854
78,64,0.00284292821606254
79,64,0.00248756218905473
80,64,0.00248756218905473
81,64,0.00106609808102345
82,64,7.10732054015636e-4
83,64,7.10732054015636e-4
84,64,3.55366027007818e-4
85,64,3.55366027007818e-4
86,64,0
87,64,0.00106609808102345
88,64,0
89,64,0
90,64,0
91,64,0
92,64,3.55366027007818e-4
93,64,0
94,64,0
95,64,0
96,64,0
97,64,0
98,64,0
99,64,0
100,64,0
101,64,0
102,64,0
18,65,0
19,65,0
20,65,0
21,65,0
22,65,0
23,65,0
24,65,0
25,65,0
26,65,0
27,65,0
28,65,0
29,65,0
30,65,0
31,65,3.79650721336371e-4
32,65,0
33,65,0
34,65,0
35,65,0
36,65,0
37,65,0
38,65,0
39,65,0
40,65,0
41,65,0
42,65,0
43,65,3.79650721336371e-4
44,65,0
45,65,3.79650721336371e-4
46,65,3.79650721336371e-4
47,65,0
48,65,7.59301442672741e-4
49,65,3.79650721336371e-4
50,65,0
51,65,3.79650721336371e-4
52,65,0.00151860288534548
53,65,0.00151860288534548
54,65,0.00113895216400911
55,65,7.59301442672741e-4
56,65,7.59301442672741e-4
57,65,0.00151860288534548
58,65,0.00379650721336371
59,65,0.00797266514806378
60,65,0.0117691723614275
61,65,0.0117691723614275
62,65,0.0216400911161731
63,65,0.0341685649202733
64,65,0.0493545937737282
65,65,0.071753986332574
66,65,0.0968109339407745
67,65,0.106302201974184
68,65,0.112376613515566
69,65,0.103264996203493
70,65,0.0956719817767654
71,65,0.088078967350038
72,65,0.0497342444950645
73,65,0.0455580865603645
74,65,0.0242976461655277
75,65,0.0159453302961276
76,65,0.0136674259681093
77,65,0.00607441154138193
78,65,0.00417615793470008
79,65,0.00493545937737282
80,65,0.00379650721336371
81,65,0.00151860288534548
82,65,0.00113895216400911
83,65,0.00151860288534548
84,65,0.00113895216400911
85,65,0
86,65,0
87,65,3.79650721336371e-4
88,65,7.59301442672741e-4
89,65,0
90,65,0
91,65,0
92,65,0
93,65,0
94,65,0
95,65,3.79650721336371e-4
96,65,0
97,65,0
98,65,0
99,65,0
100,65,0
101,65,0
102,65,0
18,66,0
19,66,0
20,66,0
21,66,0
22,66,0
23,66,0
24,66,0
25,66,0
26,66,0
27,66,0
28,66,0
29,66,0
30,66,0
31,66,0
32,66,0
33,66,0
34,66,3.97456279809221e-4
35,66,0
36,66,0
37,66,0
38,66,0
39,66,0
40,66,0
41,66,0
42,66,0
43,66,0
44,66,0
45,66,0
46,66,0
47,66,0
48,66,0
49,66,3.97456279809221e-4
50,66,3.97456279809221e-4
51,66,0
52,66,0
53,66,0.00119236883942766
54,66,7.94912559618442e-4
55,66,0.00158982511923688
56,66,0.00238473767885533
57,66,0.00238473767885533
58,66,0.00556438791732909
59,66,0.00397456279809221
60,66,0.00874403815580286
61,66,0.0095389507154213
62,66,0.0139109697933227
63,66,0.0178855325914149
64,66,0.0337837837837838
65,66,0.052066772655008
66,66,0.071939586645469
67,66,0.104531001589825
68,66,0.114069952305246
69,66,0.119634340222576
70,66,0.102543720190779
71,66,0.0898251192368839
72,66,0.0659777424483307
73,66,0.0616057233704293
74,66,0.027027027027027
75,66,0.0278219395866455
76,66,0.016295707472178102
77,66,0.0182829888712242
78,66,0.00675675675675676
79,66,0.00397456279809221
80,66,0.00397456279809221
81,66,0.00317965023847377
82,66,0.00278219395866455
83,66,0.00158982511923688
84,66,0.00158982511923688
85,66,3.97456279809221e-4
86,66,0
87,66,7.94912559618442e-4
88,66,0
89,66,0
90,66,0
91,66,0
92,66,0
93,66,0
94,66,0
95,66,0
96,66,0
97,66,0
98,66,3.97456279809221e-4
99,66,0
100,66,0
101,66,0
102,66,0
18,67,0
19,67,0
20,67,0
21,67,0
22,67,0
23,67,0
24,67,0
25,67,0
26,67,0
27,67,0
28,67,0
29,67,0
30,67,0
31,67,0
32,67,0
33,67,4.0016006402561e-4
34,67,0
35,67,0
36,67,0
37,67,0
38,67,0
39,67,0
40,67,0
41,67,0
42,67,0
43,67,0
44,67,0
45,67,4.0016006402561e-4
46,67,0
47,67,0
48,67,0
49,67,0
50,67,4.0016006402561e-4
51,67,4.0016006402561e-4
52,67,0.00120048019207683
53,67,0.00120048019207683
54,67,0.00160064025610244
55,67,0.00200080032012805
56,67,0.00160064025610244
57,67,0.00320128051220488
58,67,0.0040016006402561
59,67,0.00640256102440976
60,67,0.0040016006402561
61,67,0.00920368147258904
62,67,0.00880352140856343
63,67,0.0124049619847939
64,67,0.023609443777511
65,67,0.0296118447378952
66,67,0.0480192076830732
67,67,0.0748299319727891
68,67,0.087234893957583
69,67,0.118047218887555
70,67,0.114045618247299
71,67,0.10484193677471
72,67,0.080032012805122
73,67,0.0768307322929172
74,67,0.0484193677470988
75,67,0.0372148859543818
76,67,0.0364145658263305
77,67,0.0184073629451781
78,67,0.0148059223689476
79,67,0.0120048019207683
80,67,0.00520208083233293
81,67,0.00240096038415366
82,67,0.00280112044817927
83,67,0.0040016006402561
84,67,8.0032012805122e-4
85,67,0.00120048019207683
86,67,8.0032012805122e-4
87,67,4.0016006402561e-4
88,67,0
89,67,4.0016006402561e-4
90,67,4.0016006402561e-4
91,67,0
92,67,0
93,67,0
94,67,0
95,67,0
96,67,0
97,67,0
98,67,0
99,67,0
100,67,0
101,67,0
102,67,0
18,68,0
19,68,0
20,68,0
21,68,0
22,68,0
23,68,0
24,68,0
25,68,0
26,68,0
27,68,0
28,68,4.14593698175788e-4
29,68,0
30,68,0
31,68,0
32,68,0
33,68,0
34,68,0
35,68,0
36,68,0
37,68,0
38,68,0
39,68,0
40,68,0
41,68,0
42,68,0
43,68,0
44,68,0
45,68,0
46,68,0
47,68,0
48,68,0
49,68,4.14593698175788e-4
50,68,0
51,68,8.29187396351576e-4
52,68,8.29187396351576e-4
53,68,4.14593698175788e-4
54,68,4.14593698175788e-4
55,68,0.00165837479270315
56,68,0.00165837479270315
57,68,0.00124378109452736
58,68,0.00248756218905473
59,68,0.00290215588723051
60,68,0.00497512437810945
61,68,0.00829187396351576
62,68,0.00746268656716418
63,68,0.0103648424543947
64,68,0.0124378109452736
65,68,0.0232172470978441
66,68,0.0290215588723051
67,68,0.0522388059701493
68,68,0.0771144278606965
69,68,0.0974295190713101
70,68,0.116086235489221
71,68,0.115671641791045
72,68,0.0986733001658375
73,68,0.0903814262023217
74,68,0.0617744610281924
75,68,0.0518242122719735
76,68,0.0414593698175788
77,68,0.0281923714759536
78,68,0.0240464344941957
79,68,0.0116086235489221
80,68,0.00870646766169154
81,68,0.00497512437810945
82,68,0.0033167495854063
83,68,0.00248756218905473
84,68,0.00207296849087894
85,68,0.00124378109452736
86,68,8.29187396351576e-4
87,68,0
88,68,4.14593698175788e-4
89,68,4.14593698175788e-4
90,68,0
91,68,0
92,68,0
93,68,0
94,68,0
95,68,0
96,68,0
97,68,0
98,68,0
99,68,0
100,68,0
101,68,0
102,68,0
18,69,0
19,69,0
20,69,0
21,69,0
22,69,0
23,69,0
24,69,0
25,69,0
26,69,0
27,69,0
28,69,0
29,69,0
30,69,0
31,69,0
32,69,0
33,69,0
34,69,0
35,69,0
36,69,0
37,69,3.88500388500388e-4
38,69,0
39,69,0
40,69,0
41,69,0
42,69,0
43,69,0
44,69,0
45,69,0
46,69,0
47,69,3.88500388500388e-4
48,69,0
49,69,3.88500388500388e-4
50,69,0
51,69,7.77000777000777e-4
52,69,3.88500388500388e-4
53,69,0.00116550116550117
54,69,0.00155400155400155
55,69,0.00155400155400155
56,69,7.77000777000777e-4
57,69,7.77000777000777e-4
58,69,0.00233100233100233
59,69,0.0034965034965035
60,69,0.0034965034965035
61,69,0.00233100233100233
62,69,0.00388500388500388
63,69,0.00854700854700855
64,69,0.0066045066045066
65,69,0.0163170163170163
66,69,0.020979020979021
67,69,0.0310800310800311
68,69,0.0621600621600622
69,69,0.0742035742035742
70,69,0.0947940947940948
71,69,0.123931623931624
72,69,0.103729603729604
73,69,0.104118104118104
74,69,0.0773115773115773
75,69,0.0672105672105672
76,69,0.0528360528360528
77,69,0.0454545454545455
78,69,0.026029526029526
79,69,0.0233100233100233
80,69,0.0128205128205128
81,69,0.00932400932400932
82,69,0.00505050505050505
83,69,0.00233100233100233
84,69,0.0034965034965035
85,69,0.00233100233100233
86,69,7.77000777000777e-4
87,69,7.77000777000777e-4
88,69,0
89,69,3.88500388500388e-4
90,69,0
91,69,3.88500388500388e-4
92,69,0
93,69,0
94,69,0
95,69,0
96,69,0
97,69,0
98,69,0
99,69,0
100,69,0
101,69,0
102,69,0
18,70,0
19,70,0
20,70,0
21,70,0
22,70,0
23,70,0
24,70,0
25,70,0
26,70,0
27,70,0
28,70,0
29,70,0
30,70,0
31,70,0
32,70,0
33,70,0
34,70,0
35,70,0
36,70,0
37,70,0
38,70,0
39,70,0
40,70,0
41,70,0
42,70,0
43,70,0
44,70,0
45,70,0
46,70,0
47,70,0
48,70,4.4543429844098e-4
49,70,0
50,70,0
51,70,4.4543429844098e-4
52,70,4.4543429844098e-4
53,70,4.4543429844098e-4
54,70,0.00133630289532294
55,70,0
56,70,0
57,70,0.00178173719376392
58,70,8.9086859688196e-4
59,70,0.00178173719376392
60,70,0.00178173719376392
61,70,0.00267260579064588
62,70,0.00400890868596882
63,70,0.00311804008908686
64,70,0.0102449888641425
65,70,0.0106904231625835
66,70,0.0146993318485523
67,70,0.0267260579064588
68,70,0.0387527839643652
69,70,0.0556792873051225
70,70,0.0743875278396437
71,70,0.101113585746102
72,70,0.114922048997773
73,70,0.11804008908686
74,70,0.0864142538975501
75,70,0.0770601336302895
76,70,0.0628062360801782
77,70,0.0507795100222717
78,70,0.0414253897550111
79,70,0.0298440979955457
80,70,0.0267260579064588
81,70,0.0120267260579065
82,70,0.0102449888641425
83,70,0.00801781737193764
84,70,0.00356347438752784
85,70,0.00178173719376392
86,70,8.9086859688196e-4
87,70,0.00133630289532294
88,70,4.4543429844098e-4
89,70,8.9086859688196e-4
90,70,0
91,70,8.9086859688196e-4
92,70,4.4543429844098e-4
93,70,0
94,70,0
95,70,0
96,70,0
97,70,0
98,70,0
99,70,0
100,70,0
101,70,0
102,70,0
18,71,0
19,71,0
20,71,0
21,71,0
22,71,0
23,71,0
24,71,0
25,71,0
26,71,0
27,71,0
28,71,0
29,71,0
30,71,0
31,71,0
32,71,0
33,71,0
34,71,0
35,71,0
36,71,0
37,71,0
38,71,0
39,71,0
40,71,0
41,71,0
42,71,0
43,71,4.49034575662326e-4
44,71,0
45,71,0
46,71,0
47,71,0
48,71,0
49,71,0
50,71,0
51,71,0
52,71,0
53,71,4.49034575662326e-4
54,71,8.98069151324652e-4
55,71,8.98069151324652e-4
56,71,4.49034575662326e-4
57,71,8.98069151324652e-4
58,71,0.00134710372698698
59,71,0.00134710372698698
60,71,4.49034575662326e-4
61,71,0.00134710372698698
62,71,0.00404131118096093
63,71,0.00449034575662326
64,71,0.00628648405927256
65,71,0.00808262236192187
66,71,0.0112258643915582
67,71,0.0202065559048047
68,71,0.0255949708127526
69,71,0.0323304894476875
70,71,0.0583744948361024
71,71,0.0848675348001796
72,71,0.105523125280647
73,71,0.109564436461608
74,71,0.0902559497081275
75,71,0.0875617422541536
76,71,0.0776829815895824
77,71,0.0696003592276605
78,71,0.0507409070498428
79,71,0.0493938033228559
80,71,0.0345756623259991
81,71,0.0170633138751684
82,71,0.0166142792995061
83,71,0.0112258643915582
84,71,0.00538841490794791
85,71,0.00404131118096093
86,71,0.00224517287831163
87,71,0.00134710372698698
88,71,0.00134710372698698
89,71,8.98069151324652e-4
90,71,4.49034575662326e-4
91,71,0
92,71,4.49034575662326e-4
93,71,0
94,71,0
95,71,0
96,71,0
97,71,0
98,71,0
99,71,0
100,71,0
101,71,0
102,71,0
18,72,0
19,72,0
20,72,0
21,72,0
22,72,0
23,72,0
24,72,0
25,72,0
26,72,0
27,72,0
28,72,0
29,72,0
30,72,0
31,72,0
32,72,0
33,72,0
34,72,0
35,72,0
36,72,0
37,72,0
38,72,0
39,72,0
40,72,0
41,72,5.31067445565587e-4
42,72,0
43,72,0
44,72,0
45,72,0
46,72,5.31067445565587e-4
47,72,0
48,72,0
49,72,0
50,72,0
51,72,0
52,72,0
53,72,0
54,72,5.31067445565587e-4
55,72,0.00159320233669676
56,72,5.31067445565587e-4
57,72,0
58,72,5.31067445565587e-4
59,72,0.00212426978226235
60,72,0.00106213489113117
61,72,0.00318640467339352
62,72,0.00265533722782793
63,72,0.00477960701009028
64,72,0.00371747211895911
65,72,0.00531067445565587
66,72,0.00637280934678704
67,72,0.0143388210302708
68,72,0.0148698884758364
69,72,0.0217737652681891
70,72,0.0361125862984599
71,72,0.0557620817843866
72,72,0.0844397238449283
