male?,age,inactive_ratio
TRUE,15,0.8468431771894094
TRUE,16,0.8468431771894094
TRUE,17,0.8468431771894094
TRUE,18,0.8468431771894094
TRUE,19,0.8468431771894094
TRUE,20,0.8254925613188581
TRUE,21,0.8254925613188581
TRUE,22,0.8254925613188581
TRUE,23,0.8254925613188581
TRUE,24,0.8254925613188581
TRUE,25,0.742798353909465
TRUE,26,0.742798353909465
TRUE,27,0.742798353909465
TRUE,28,0.742798353909465
TRUE,29,0.742798353909465
TRUE,30,0.6915695681973955
TRUE,31,0.6915695681973955
TRUE,32,0.6915695681973955
TRUE,33,0.6915695681973955
TRUE,34,0.6915695681973955
TRUE,35,0.7166666666666667
TRUE,36,0.7166666666666667
TRUE,37,0.7166666666666667
TRUE,38,0.7166666666666667
TRUE,39,0.7166666666666667
TRUE,40,0.7294797687861272
TRUE,41,0.7294797687861272
TRUE,42,0.7294797687861272
TRUE,43,0.7294797687861272
TRUE,44,0.7294797687861272
TRUE,45,0.7473429951690821
TRUE,46,0.7473429951690821
TRUE,47,0.7473429951690821
TRUE,48,0.7473429951690821
TRUE,49,0.7473429951690821
TRUE,50,0.7678940835746794
TRUE,51,0.7678940835746794
TRUE,52,0.7678940835746794
TRUE,53,0.7678940835746794
TRUE,54,0.7678940835746794
TRUE,55,0.7890979883192731
TRUE,56,0.7890979883192731
TRUE,57,0.7890979883192731
TRUE,58,0.7890979883192731
TRUE,59,0.7890979883192731
TRUE,60,0.8513588463671657
TRUE,61,0.8513588463671657
TRUE,62,0.8513588463671657
TRUE,63,0.8513588463671657
TRUE,64,0.8513588463671657
FALSE,15,0.8392120934493816
FALSE,16,0.8392120934493816
FALSE,17,0.8392120934493816
FALSE,18,0.8392120934493816
FALSE,19,0.8392120934493816
FALSE,20,0.8332974833297483
FALSE,21,0.8332974833297483
FALSE,22,0.8332974833297483
FALSE,23,0.8332974833297483
FALSE,24,0.8332974833297483
FALSE,25,0.8031651829871415
FALSE,26,0.8031651829871415
FALSE,27,0.8031651829871415
FALSE,28,0.8031651829871415
FALSE,29,0.8031651829871415
FALSE,30,0.8294522794358806
FALSE,31,0.8294522794358806
FALSE,32,0.8294522794358806
FALSE,33,0.8294522794358806
FALSE,34,0.8294522794358806
FALSE,35,0.8446479317966531
FALSE,36,0.8446479317966531
FALSE,37,0.8446479317966531
FALSE,38,0.8446479317966531
FALSE,39,0.8446479317966531
FALSE,40,0.8528225806451613
FALSE,41,0.8528225806451613
FALSE,42,0.8528225806451613
FALSE,43,0.8528225806451613
FALSE,44,0.8528225806451613
FALSE,45,0.8217673489765353
FALSE,46,0.8217673489765353
FALSE,47,0.8217673489765353
FALSE,48,0.8217673489765353
FALSE,49,0.8217673489765353
FALSE,50,0.8629067245119306
FALSE,51,0.8629067245119306
FALSE,52,0.8629067245119306
FALSE,53,0.8629067245119306
FALSE,54,0.8629067245119306
FALSE,55,0.8860887096774194
FALSE,56,0.8860887096774194
FALSE,57,0.8860887096774194
FALSE,58,0.8860887096774194
FALSE,59,0.8860887096774194
FALSE,60,0.9378421532846715
FALSE,61,0.9378421532846715
FALSE,62,0.9378421532846715
FALSE,63,0.9378421532846715
FALSE,64,0.9378421532846715
