male?,age_from,age_to,p
TRUE,12,18,0.049450726911644885
TRUE,18,25,0.0887158048028509
TRUE,25,45,0.05611481802148115
TRUE,45,65,0.02340110946985407
TRUE,65,200,0.00690387998618417
FALSE,12,18,0.011870569418146817
FALSE,18,25,0.007987699277155548
FALSE,25,45,0.008757708654312822
FALSE,45,65,0.008561699706574206
FALSE,65,200,0.004654854098646989
